serving_size_raw_mintel,serving_size_raw_loblaws,serving_size_raw_exact_match,name_mintel,name_loblaws,name_exact_match,calories_mintel,calories_loblaws,calories_exact_match,saturatedfat_mintel,saturatedfat_loblaws,saturatedfat_exact_match,sodium_mintel,sodium_loblaws,sodium_exact_match,upc_code,total_match_count
72 ml,,False,Ruby Cacao Ice Cream Bars,Barre de crème glacée Premium Cacao Ruby,False,220.0,,False,8.0,,False,0.03,,False,55000600040.0,0
125 ml, 125 ml,False,Vanilla Ice Cream,Vanilla Ice Cream,True,270.0,270.0,True,11.0,11.0,True,0.05,0.05,True,55000681810.0,4
18 g,18 g,True,Mocha Coffee Mix,"GOLD Mocha, Instant Coffee Sachets",False,70.0,70.0,True,15.0,1.5,False,0.06,0.06,True,55000697286.0,3
18 g,18 G,False,Vanilla Latte Flavoured Coffee Mix,"GOLD Vanilla Latte, Instant Coffee Sachets",False,70.0,80.0,False,2.0,1.5,False,0.095,0.075,False,55000697309.0,0
125 ml,125 ml,True,Frozen Dessert Sandwiches,Oreo Sandwiches,False,250.0,240.0,False,2.0,3.0,False,0.23,0.27,False,55000753128.0,1
14 g,14 g,True,Cappuccino Flavoured Coffee Mix,"GOLD Cappuccino, Instant Coffee Sachets",False,50.0,50.0,True,1.0,1.0,True,0.05,0.05,True,55000890373.0,4
,,False,Spiced Green Tea,Spiced Green Tea,True,,,False,,,False,,,False,55200470009.0,1
,,False,Earl Grey Tea,Earl Grey Tea,True,,,False,,,False,,,False,55200470023.0,1
4.4 g,4.4 g,True,Chicken Bouillon Cubes,Selects Bouillon Chicken Cubes,False,15.0,15.0,True,0.0,0.5,False,0.65,0.65,True,55220000071.0,3
4.4 g,4.4 g,True,Beef Bouillon Cubes,Selects Bouillon Beef Cubes,False,15.0,15.0,True,0.0,0.5,False,0.65,0.65,True,55220000088.0,3
4.4 g,4.4 g,True,Vegetable Bouillon Cubes,Selects Bouillon Vegetable Cubes,False,15.0,15.0,True,0.0,0.5,False,0.65,0.65,True,55220000101.0,3
240 ml,per 240 ml,False,Peanut Punch,Peanut Punch,True,200.0,200.0,True,1.0,1.5,False,0.14,0.14,True,55270831953.0,3
10 g,15 g,False,Coconut Milk Powder,"Coconut Milk, Powdered",False,70.0,100.0,False,5.0,8.0,False,0.011,0.01,False,55270851241.0,0
15 g,28 g,False,Pure Creamed Coconut,Pure Creamed Coconut,True,110.0,190.0,False,10.0,17.0,False,0.002,0.01,False,55270876046.0,1
15 ml,15 ml,True,Sweetened Condensed Whitener,Sweetened Condensed Whitener,True,50.0,50.0,True,1.0,1.0,True,0.015,0.015,True,55270958285.0,5
45 g,43 g,False,Whole Grain Quinoa,Whole Grain Quinoa,True,210.0,160.0,False,0.0,0.3,False,0.011,0.002,False,55270958766.0,1
30 ml,30 ml,True,Fat Free Sour Cream,"Sour Cream, Fat Free 0%",False,20.0,20.0,True,0.0,0.0,True,0.04,0.04,True,55300142042.0,4
14 g,14 g,True,Organic Coconut Oil,Coconut Oil,False,120.0,120.0,True,13.0,12.0,False,0.0,0.0,True,55358350024.0,3
28 g,28 g,True,Feta Cheese,Sheep's Feta Cheese,False,80.0,80.0,True,4.0,4.0,True,0.27,0.27,True,55498027114.0,4
38 g,1.0 packet,False,Wild Berry Medley High Fibre Instant Oatmeal,Instant Oatmeal Wild Berry Medley 8 Packets,False,140.0,140.0,True,0.0,0.3,False,0.17,0.17,True,55577102367.0,2
34 g,34 g,True,Original Pancake & Waffle Mix,"Baking Mix, Original Pancake & Waffle",False,110.0,110.0,True,0.0,0.1,False,0.43,0.43,True,55577104002.0,3
34 g,34 g,True,Buttermilk Pancake & Waffle Mix,"Baking Mix, Buttermilk Pancake & Waffle",False,110.0,110.0,True,0.0,0.1,False,0.43,0.43,True,55577104248.0,3
38 g,38 g,True,Complete Buttermilk Pancake & Waffle Mix,"Baking Mix, Complete Buttermilk Pancake & Waffle",False,130.0,130.0,True,0.0,0.1,False,0.44,0.44,True,55577104293.0,3
45 g,45 g,True,Oatmeal Crunchy Oat Cereal,"Squares Cereal, Original",False,170.0,170.0,True,0.0,0.4,False,0.17,0.17,True,55577105665.0,3
45 ml,45 ml,True,Lite Syrup,Aunt Jemima Lite Syrup,False,80.0,80.0,True,,0.0,False,0.015,0.015,True,55577105948.0,3
45 ml,45 ml,True,Original Syrup,"Syrup, Original",False,160.0,160.0,True,,0.0,False,0.02,0.02,True,55577105979.0,3
30 g,30 g,True,Corn Toasted Cereal,"Squares Cereal, Corn",False,110.0,110.0,True,0.0,0.5,False,0.25,0.25,True,55577106617.0,3
31 g,31 g,True,Caramel Nut Granola Bars,Dipps Caramel Nut 5 Granola Bars,False,140.0,140.0,True,2.0,2.5,False,0.06,0.06,True,55577109700.0,3
30 g,30 g,True,Rainbow Chip Granola Bars,Dipps Rainbow Chip 5 Granola Bars,False,130.0,130.0,True,1.0,1.5,False,0.07,0.07,True,55577109724.0,3
29 g,29 g,True,Apples & Cinnamon Lightly Sweetened Instant Oatmeal,Instant Oatmeal Lightly Sweetened Apples & Cinnamon 8 Instant Oatmeal Packets,False,110.0,110.0,True,0.0,0.3,False,0.13,0.13,True,55577113080.0,3
42 g,42 g,True,Cocoa & Sea Salt Instant Oatmeal,"Quaker Instant Oatmeal, Cocoa and Sea Salt",False,160.0,160.0,True,0.0,0.5,False,0.21,0.21,True,55577113127.0,3
710 ml,710 ml,True,Blitz Arctique Sports Drink,Frost Artic Blitz,False,170.0,170.0,True,,0.0,False,0.33,0.33,True,55577160299.0,3
710 ml,710 ml,True,Fruit Punch Sports Drink,Fruit Punch Sports Drink,True,180.0,180.0,True,,0.0,False,0.3,0.3,True,55577421000.0,4
710 ml,710 ml,True,Lemon-Lime Sports Drink,Lemon Lime Sports Drink,False,180.0,180.0,True,,0.0,False,0.3,0.3,True,55577421017.0,3
710 ml,710 ml,True,Cool Blue Sports Drink,Cool Blue Sports Drink,True,180.0,180.0,True,,0.0,False,0.3,0.3,True,55577421024.0,4
710 ml,710 ml,True,Orange Sports Drink,Orange Sports Drink,True,180.0,180.0,True,,0.0,False,0.3,0.3,True,55577421031.0,4
710 ml,710 ML,False,Grape Flavoured Sports Drink,G2 Grape Sports Drink,False,60.0,60.0,True,,0.0,False,0.33,0.33,True,55577425114.0,2
28 g,,False,Birthday Cake Cookies,Birthday Cake Cookies,True,140.0,,False,4.0,,False,0.085,,False,55653116806.0,1
28 g,30 g,False,Sea Salted Caramel Cookies,"Cookie Chips, Sea Salted Caramel",False,140.0,150.0,False,3.0,4.0,False,0.15,0.16,False,55653117209.0,0
41 g,,False,Sweet & Sour Cherries Candies,Cherry Candy Canada,False,140.0,,False,,,False,,,False,55653443902.0,0
20 g,,False,Ketchup Flavoured Cracker Chips,"Veggie Crisps, Ketchup",False,70.0,,False,0.0,,False,0.16,,False,55653646808.0,0
30 g,,False,Nacho Cheese Baked Snack Crackers,"Boldn Baked Snack Crackers, Nacho Cheese Mild",False,140.0,,False,0.0,,False,0.22,,False,55653659402.0,0
30 g,,False,Sweet Chili Baked Snack Crackers,"Bold n Baked Snack Crackers, Sweet Chili Medium",False,140.0,,False,0.0,,False,0.21,,False,55653659501.0,0
30 g,,False,Smoky BBQ Baked Snack Crackers,"Boldn Baked Snack Crackers ,Smoky BBQ Mild",False,140.0,,False,0.0,,False,0.09,,False,55653659600.0,0
22 g,22 g,True,Original Bite-Size Crackers,Bites Bite-Size Crackers Original,False,100.0,100.0,True,2.0,2.0,True,0.14,0.14,True,55653682806.0,4
18 g,18 g,True,Original Crackers with Flax,Gluten Free Crackers with Flax,False,90.0,90.0,True,2.0,2.0,True,0.08,0.08,True,55653688006.0,4
3 g,3 g,True,Egg Replacer,Egg Replacer,True,10.0,10.0,True,0.0,0.0,True,0.015,0.015,True,55685010028.0,5
85 g,85 g,True,Lightly Spiced Coated Fried Potatoes,Super Spirals,False,150.0,150.0,True,0.0,0.5,False,0.33,0.33,True,55773000658.0,3
85 g,85 g,True,SuperCrisps Straight Cut Coated Fried Potatoes,Super Crisp Fries,False,150.0,150.0,True,0.0,0.5,False,0.54,0.54,True,55773003970.0,3
2 g,,False,Grain Beverage with Chicory,"Grain Beverage with Chicory - Original blend, 150gr",False,5.0,,False,,,False,,,False,55789039505.0,0
90 g,90 g,True,Whole Hearts of Palm,Whole Hearts Of Palm,False,35.0,35.0,True,0.0,0.0,True,0.31,0.31,True,55789076104.0,4
60 ml,30 g,False,Kalamata Pesto,Kalamata Pesto,True,90.0,90.0,True,0.0,0.3,False,0.41,0.42,False,55823019197.0,2
60 ml,30 g,False,Sundried Tomato Tapenade,Sundried Tomatoes,False,360.0,180.0,False,3.0,2.5,False,0.41,0.13,False,55823019234.0,0
18 g,18 g,True,Garlic & Red Pepper Stuffed Olives,Garlic & Red Pepper Stuffed Olives,True,20.0,20.0,True,0.0,0.3,False,0.2,0.2,True,55823031052.0,4
17 g,18 g,False,Almond Stuffed Olives,Almond Stuffed Olives,True,35.0,25.0,False,0.0,0.3,False,0.28,0.3,False,55823031106.0,1
18 g,18 g,True,Jalapeño & Red Pepper Stuffed Olives,Jalapeno & Red Pepper Stuffed Olives,False,20.0,25.0,False,0.0,0.3,False,0.2,0.3,False,55823031151.0,1
20 g,20 g,True,Olive Bruschetta,Olive Bruschetta,True,60.0,60.0,True,0.0,0.5,False,0.29,0.29,True,55823031359.0,4
5 ml,,False,Bold & Spicy Prepared Mustard,Bold 'n Spicy Deli Mustard,False,5.0,,False,,,False,0.095,,False,56200762262.0,0
5 ml,,False,Honey Dijon Prepared Mustard,Honey Dijon Mustard,False,10.0,,False,,,False,0.06,,False,56200810444.0,0
5 ml,5 ml,True,Classic Yellow Prepared Mustard,Classic Yellow Mustard,False,0.0,0.0,True,,0.0,False,0.055,0.055,True,56200828555.0,3
15 ml,15 ml,True,Tomato Ketchup,Ketchup,False,20.0,20.0,True,,0.0,False,0.17,0.17,True,56200926459.0,3
5 ml,5.0 ml,False,Stone Ground Prepared Dijon Mustard,Stone Ground Dijon,False,5.0,5.0,True,,0.0,False,0.075,0.075,True,56200993390.0,2
85 g,85 G,False,Classic Oven Chips,Classic Oven Chips,True,140.0,140.0,True,0.0,0.0,True,0.39,0.39,True,56210254009.0,4
85 g,85 g,True,Crispy Straight Cut Classic Fries,FlavourCrisp Straight Cut Fries,False,150.0,150.0,True,1.0,1.0,True,0.4,0.4,True,56210254207.0,4
85 g,85 g,True,Crispy Straight Cut Spicy Cracked Pepper Fries,Cavendish Farms Flavourcrisp Crispy Spicy Cracked Pepper Straight Cut (750G),False,160.0,160.0,True,0.0,0.5,False,0.39,0.39,True,56210254306.0,3
85 g,85 g,True,Extra Thin Gourmet Fries,Cavendish Farms Restaurant Style Frites Extra Thin Gourmet Fries (750G),False,170.0,180.0,False,0.0,1.0,False,0.29,0.32,False,56210255105.0,1
250 ml,per 250 ml,False,Peach Cocktail,Peach Cocktail,True,90.0,90.0,True,0.0,0.0,True,0.04,0.04,True,56412503059.0,4
41 g,41 g,True,Milk Chocolate,Hershey Kisses Pouches For Valentine,False,210.0,210.0,True,8.0,8.0,True,0.045,0.04,False,56600304895.0,3
42 g,42 g,True,Cookies 'n' Creme Candy,Hershey Kisses Pouches For Valentine,False,220.0,220.0,True,7.0,7.0,True,0.09,0.08,False,56600304932.0,3
17 g,,False,Spooky Shapes Assorted Candy,"Halloween Spooky Shapes, 80 Count",False,70.0,,False,2.0,,False,0.025,,False,56600768666.0,0
12 g,,False,Assorted Flavoured Snack Size Candy,"Assorted Halloween Candy, 90 Count",False,45.0,,False,0.0,,False,0.025,,False,56600768789.0,0
44 g,,False,Milk Chocolate Peanut Butter Cups,Thins Peanut Butter Cups Milk Chocolate,False,220.0,,False,7.0,,False,0.085,,False,56600793545.0,0
44 g,,False,Dark Chocolate & Peanut Butter Cups,Thins Peanut Butter Cups Dark Chocolate,False,220.0,,False,8.0,,False,0.07,,False,56600793552.0,0
44 g,,False,White Creme & Peanut Butter Cups,Peanut Butter Cups White Creme Thins,False,230.0,,False,7.0,,False,0.1,,False,56600793569.0,0
39 g,,False,Sweet Tongue Twisters Candy,Gummies Sweet Tongue Twisters Candy,False,120.0,,False,0.0,,False,0.03,,False,56600809550.0,0
39 g,,False,Tangy Tongue Twisters Candy,Gummies - Tangy Tongue Twisters Candy,False,120.0,,False,0.0,,False,0.03,,False,56600809567.0,0
250 ml,,False,Better Together Cold-Pressed Juice,Loop Better Together Juc 947Ml,False,110.0,,False,0.0,,False,0.003,,False,56719900193.0,0
250 ml,,False,Wild Summer Cold-Pressed Smoothie,Loop Wild Summer Smoothie 1L,False,110.0,,False,0.0,,False,0.015,,False,56719900278.0,0
45 g,,False,Organic Jasmine Rice,Dainty Organic Jasmine Rice,False,160.0,,False,0.0,,False,0.0,,False,56725262018.0,0
45 g,,False,Organic Basmati Rice,Dainty Organic Basmati Rice,False,160.0,,False,0.0,,False,0.0,,False,56725262032.0,0
100 g,100 g,True,Chia & Raspberry-Cranberry and Chia & Cherry Probiotic Yogurts,"Activia Yogurt with Probiotics & Fibre, Rasberry-Cranberry Cereal/Cherry Cereal, 100G (Pack of 8)",False,100.0,100.0,True,1.0,1.5,False,0.055,0.055,True,56800047714.0,3
175 g,175 g,True,Vanilla Probiotic Yogurt,"Activia Yogurt with Probiotics, Vanilla Flavour, 650g",False,150.0,150.0,True,2.0,2.5,False,0.075,0.075,True,56800098297.0,3
93 ml,93 ml,True,Strawberry Drinkable Yogurt,"Danino Yogurt Drink for Kids, Stawberry Flavour, 93ml (Pack of 8)",False,50.0,50.0,True,1.0,1.0,True,0.045,0.045,True,56800125139.0,4
150 g,per 150 g,False,"Vanilla Probiotic Yogurt with Oats, Almonds, Pumpkin Seeds and Dried Cranberries","Activia Probiotic Yogurt with Fibre, Vanilla Flavour with oats, almonds, pumpkin seeds and dried cranberries, 150g (Pack of 3)",False,190.0,190.0,True,3.0,3.0,True,0.095,0.095,True,56800297850.0,3
93 ml,93 ml,True,Strawberry Drinkable Yogurt,"Activia Probiotic Yogurt Drink, Strawberry Flavour, 93ml (Pack of 8)",False,60.0,60.0,True,1.0,1.0,True,0.045,0.045,True,56800355765.0,4
93 ml,93 ml,True,Raspberry Drinkable Yogurt,"Danino Yogurt Drink for Kids, Rasperry Flavour, 93ml (Pack of 8)",False,50.0,50.0,True,1.0,1.0,True,0.045,0.045,True,56800483703.0,4
325 ml,,False,Vanilla Drink,"Drinkable Yogurt, Vanilla Milkshake",False,200.0,,False,0.0,,False,0.125,,False,56800494068.0,0
95 g,,False,"Cucumber, Watermelon & Lime Ultrafiltered Yogurt","Danone Light 'N' Free Cucumber, watermelon & Lime 4 x 95G",False,60.0,,False,1.0,,False,0.01,,False,56800531206.0,0
95 g,,False,Vanilla Bean & Apple Ultrafiltered Yogurt,Danone Light 'N' Free Tub Vanilla Bean & Apple 710 g,False,60.0,,False,1.0,,False,0.01,,False,56800531213.0,0
95 g,,False,Grilled Pineapple Ultrafiltered Yogurt,Danone Light 'N' Free Grilled Pineapple Tub 710g,False,60.0,,False,1.0,,False,0.01,,False,56800531220.0,0
175 g,175 g,True,No Sugar Added Strawberry Yogurt,Danone Natural Tub Strawberry 650g,False,110.0,110.0,True,3.0,3.5,False,0.065,0.065,True,56800557947.0,3
100 g,,False,Raspberry-Mint & Black Cherry Probiotic Yogurt,Touch of Botanicals Yogurt Raspberry/Mint and Cherry,False,80.0,,False,2.0,,False,0.055,,False,56800558784.0,0
100 g,,False,Vanilla-Lavender & Orchard Peach Active Probiotic Yogurt,Danone Activia Touch Va-La/Pe,False,80.0,,False,2.0,,False,0.08,,False,56800558791.0,0
15 ml,,False,Oreo Coffee Whitener,Coffee Whitener Oreo,False,35.0,,False,0.0,,False,0.025,,False,56800561234.0,0
100 g,per 100 g,False,Raspberry and Peach-Mango No Sugar Added Yogurt,Danone Natural Peach-Mango-Rasberry 8X100g,False,60.0,60.0,True,2.0,2.0,True,0.04,0.04,True,56800561425.0,3
175 g,175 g,True,Strawberry Rhubarb Probiotic Yogurt,"Yogurt with Probiotics, Strawberry Rhubarb, 650g",False,160.0,180.0,False,2.0,2.5,False,0.075,0.1,False,56800739039.0,1
100 g,100 g,True,"Apple-Blackberry, Raspberry, Cherry, Strawberry-Rhubarb Active Probiotics","Activia Probiotic Yogurt, Raspberry/Apple/Blackberry/Strawberry Flavour,100g (Pack of 12)",False,90.0,90.0,True,1.0,1.5,False,0.045,0.045,True,56800739060.0,3
106 g,82 g,False,Small Mediterranean Slightly Smoked Sardines,"Sardines, Mediterranean",False,,150.0,False,5.0,2.0,False,0.12,0.2,False,56844136757.0,0
355 ml,per 355 ml,False,Carbonated Natural Spring Water,Natural Water (Case),False,0.0,0.0,True,,0.0,False,0.004,0.004,True,56918000519.0,2
355 ml,per 355 ml,False,Lemon Flavoured Carbonated Natural Spring Water,"Carbonated Water, Lemon (Case)",False,0.0,0.0,True,,0.0,False,0.004,0.004,True,56918000526.0,2
60 g,60 g,True,Limited Edition Cookies & Cream Flavour Yogurt,Yoplait Tubes Limited Edition,False,50.0,45.0,False,1.0,0.5,False,0.035,0.035,True,56920023056.0,2
60 g,60 g,True,Vanilla Flavour Yogurt,Tubes Vanilla,False,45.0,45.0,True,0.0,0.5,False,0.035,0.035,True,56920113740.0,3
50 g,50 g,True,Organic Deep Blue Tortillas,"Chips, Organic Blue Tortilla",False,250.0,260.0,False,1.0,1.5,False,0.14,0.14,True,56932201046.0,2
60 ml,60 ml,True,Organic Just-Hot-Enough Salsa,"Organic Salsa, Medium",False,15.0,15.0,True,0.0,0.0,True,0.28,0.26,False,56932302026.0,3
60 ml,60 ml,True,Organic Oh-This-Is-Hot Salsa,"Organic Salsa, Hot",False,15.0,15.0,True,0.0,0.0,True,0.28,0.26,False,56932302033.0,3
15 ml,15 ml,True,Sriracha Mayonnaise,Sriracha Mayonnaise,True,90.0,90.0,True,1.0,1.5,False,0.125,0.125,True,56932503034.0,4
15 ml,15 ml,True,Classic Mayonnaise,Classic Mayonnaise,True,100.0,100.0,True,1.0,1.5,False,0.085,0.085,True,56932503041.0,4
30 g,30 g,True,Sour Cream & Onion Baguette Bites,"Baguettes Bites, Sour Cream & Onion",False,140.0,140.0,True,1.0,1.0,True,0.24,0.24,True,56951412706.0,4
30 g,30 g,True,Garlic Parmesan Baguette Bites,"Baguettes Bites, Garlic & Parmesan",False,130.0,130.0,True,0.0,0.5,False,0.21,0.21,True,56951412805.0,3
30 g,30 g,True,Bruschetta Baguette Bites,"Baguettes Bites, Bruschetta",False,130.0,130.0,True,0.0,0.5,False,0.22,0.22,True,56951412904.0,3
250 ml,1.0 cup,False,Canada Fancy Tomato Juice,Tomato Juice Re-sealable Bottle,False,50.0,50.0,True,0.0,0.0,True,0.48,0.48,True,57000001070.0,3
210 g,,False,Buffalo Chicken Melt Open-Faced Sandwich,Buffalo Chicken Frozen Melt,False,500.0,,False,8.0,,False,1.0,,False,57000011307.0,0
213 g,,False,Philly Cheesesteak Melt Open-Faced Sandwich,Philly Cheesesteak Frozen Melt,False,470.0,,False,6.0,,False,0.68,,False,57000011314.0,0
204 g,,False,Turkey & Bacon Ranch Melt Open-Faced Sandwich,Turkey & Bacon Ranch Frozen Melt,False,540.0,,False,8.0,,False,0.77,,False,57000011321.0,0
15 ml,15 ML,False,Tomato Ketchup,Tomato Ketchup,True,20.0,20.0,True,0.0,0.0,True,0.14,0.14,True,57000013165.0,4
175 ml,per 175 ml,False,Matcha Green tea with Pure Matcha,Super Green Matcha,False,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,57174120980.0,3
175 ml,per 175 ml,False,Boost Peach Ginger & Dandelion with Vitamin B6 Fortified Herbal Tea,Super Herbal Tea-Boost Peach Ginger Dan with Vitamin B6,False,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,57174120997.0,3
175 ml,per 175 ml,False,Antiox Apple Cinnamon & Turmeric with Vitamin C Fortified Herbal Tea,"Super Tea Herbal Antioxidant with Appple Cinn, Tumeric & Vitamin C",False,0.0,0.0,True,0.0,0.0,True,0.0,0.0,True,57174121000.0,3
175 ml,175 g,False,Pure Ceylon Black Tea,Tetley The Pur De Ceylan,False,0.0,0.0,True,0.0,0.0,True,0.0,0.005,False,57174889191.0,2
710 ml,per 710 mL,False,Glacier Freeze Sports Drink,Frost Glacier Freeze Sports Drink,False,160.0,160.0,True,,0.0,False,0.32,0.32,True,57271160063.0,2
500 ml,,False,Watermelon Strawberry Antioxidant Drink,Watermelon Strawberry Beverage,False,80.0,,False,,,False,0.23,,False,57271162968.0,0
500 ml,,False,Mixed Berry Antioxidant Drink,Mixed Berry Beverage,False,80.0,,False,,,False,0.23,,False,57271162975.0,0
500 ml,,False,Tropical Mango Antioxidant Drink,Tropical Mango Beverage,False,80.0,,False,,,False,0.23,,False,57271162982.0,0
591 ml,,False,Glacier Freeze Zero Sugar Electrolyte Beverage,Zero Glacier Freeze,False,5.0,,False,,,False,0.27,,False,57271164122.0,0
710 ml,710 ml,True,Glacier Cherry Sports Drink,Glacier Cherry Sports Drink,True,170.0,170.0,True,,0.0,False,0.33,0.33,True,57271425162.0,4
2.3 g,2.3 g,True,Peppermint Wave Sugar Free Gum,Trident Vibes Sugar-Free Gum Peppermint Wave 40 Pieces,False,5.0,5.0,True,,0.0,False,,0.0,False,57700014646.0,2
125 ml,125 ml,True,Refried Beans with Mild Green Chilies,Refried Beans with Mild Green Chilies,True,110.0,110.0,True,0.0,0.0,True,0.56,0.56,True,58300060002.0,5
42 g,42 g,True,Hard Taco Dinner Kit,"Diner Kit, Hard Taco",False,130.0,130.0,True,2.0,2.0,True,0.44,0.44,True,58300461991.0,4
50 ml,50 ml,True,Mild Spicy Salsa,"Picante Salsa, Mild",False,15.0,15.0,True,0.0,0.0,True,0.31,0.31,True,58300854007.0,4
0.6 g,0.6 g,True,Baking Powder,Baking Powder,True,0.0,0.0,True,,0.0,False,0.11,0.11,True,58336110122.0,4
92 g,92 g,True,Signature Strawberry Cheesecake,Patisserie Strawberry Cheesecake,False,200.0,200.0,True,3.0,3.5,False,0.045,0.045,True,58336200007.0,3
170 g,,False,Pepperoni Thin Crust Pizza,Doet Momenti Thn Crst Pepproni,False,420.0,,False,7.0,,False,0.9,,False,58336439001.0,0
185 g,,False,Tomato & Mozzarella Thin Crust Pizza,Tomato and Mozzarella Thin Crust Pizza,False,400.0,,False,4.0,,False,0.72,,False,58336439209.0,0
180 g,,False,Spinach Thin Crust Pizza,Spinach Pizza Thin Crust,False,410.0,,False,8.0,,False,0.75,,False,58336439506.0,0
100 g,,False,Basil Pesto Gigante Borsetti,Art Bas Pesto Gig Borsetti,False,270.0,,False,3.0,,False,0.35,,False,58441900458.0,0
85 g,85 g,True,Cheddar Bacon Skillet Gnocchi,Cheese and Bacon Skillet Gnocchi,False,200.0,200.0,True,3.0,3.5,False,0.47,0.47,True,58441900540.0,3
38 g,38 g,True,Superseeds & Grains Superfood Oatmeal,"Organic Qi'a Hot Oatmeal, Supergrains",False,150.0,150.0,True,0.0,0.0,True,0.0,0.0,True,58449154006.0,4
38 g,38 g,True,Creamy Coconut Superfood Oatmeal,"Organic Qi'a Hot Oatmeal, Creamy Coconut",False,160.0,160.0,True,4.0,4.0,True,0.0,0.0,True,58449154020.0,4
35 g,35 g,True,Cacao with MCT Oil Superfood Oatmeal,Cacao Oatmeal,False,140.0,140.0,True,1.0,1.5,False,0.06,0.06,True,58449204091.0,3
30 g,30 g,True,Strawberry Chocolate Flavoured Cereal,Turtle Splash Cereal,False,120.0,120.0,True,0.0,0.0,True,0.085,0.085,True,58449205081.0,4
30 g,30 g,True,Organic Peanut Butter & Chocolate Cereal,Leapin Lemurs Cereal,False,120.0,120.0,True,0.0,0.2,False,0.115,0.115,True,58449860068.0,3
30 g,30 g,True,Chocolate Flavoured Cereal,Organic Chocolate Choco Chimps,False,110.0,110.0,True,0.0,0.0,True,0.09,0.09,True,58449870234.0,4
55 g,55 g,True,Pumpkin Seed & Flax Granola,Flax Plus Pumpkin Flax Granola,False,260.0,260.0,True,1.0,1.5,False,0.045,0.045,True,58449890072.0,3
90 g,90 g,True,Broccoli & Cheddar Rice,"Fast & Fancy, Broccoli & Cheddar Flavour",False,130.0,130.0,True,0.0,0.5,False,0.39,0.39,True,58496436247.0,3
