serving_size_raw_mintel,serving_size_raw_loblaws,serving_size_raw_exact_match,name_mintel,name_loblaws,name_exact_match,calories_mintel,calories_loblaws,calories_exact_match,saturatedfat_mintel,saturatedfat_loblaws,saturatedfat_exact_match,sodium_mintel,sodium_loblaws,sodium_exact_match,upc_code,total_match_count
99 g,99 g,True,Ice Cream Sandwich Pudding,"Snack Pack, Dessert Flavours, Ice-cream Sandwich",False,110.0,110.0,True,2.0,2.0,True,0.135,0.135,True,58807412953.0,4
99 g,99 g,True,Chocolate Pudding,"Snack Pack, Pudding, Chocolate",False,120.0,120.0,True,1.0,1.5,False,0.125,0.125,True,58807413257.0,3
99 g,99 g,True,Vanilla Pudding,"Snack Pack, Pudding, Vanilla",False,110.0,110.0,True,2.0,2.0,True,0.125,0.125,True,58807413264.0,4
99 g,99 g,True,Butterscotch Pudding,"Snack Pack,Pudding, Butterscotch",False,110.0,110.0,True,1.0,1.5,False,0.14,0.14,True,58807413288.0,3
125 ml,125 ml,True,Whole Rosebud Beets,Whole Rosebud Beets,True,40.0,40.0,True,0.0,0.0,True,0.25,0.25,True,58807459606.0,5
50 g,50 g,True,Simply Salted Gourmet Popcorn,Gourmet Popcorn Simply Salted,False,210.0,210.0,True,5.0,5.0,True,0.34,0.34,True,58807500568.0,4
50 g,50 g,True,Extra Buttery Flavoured Gourmet Popcorn,"Popcorn, Extra Buttery",False,190.0,190.0,True,4.0,4.5,False,0.25,0.25,True,58807500865.0,3
125 ml,125 ml,True,Garlic & Olive Oil Petite Cut Stewed Tomatoes,Accents Tomatoes Garlic Oil,False,35.0,35.0,True,0.0,0.0,True,0.18,0.18,True,58807659013.0,4
125 ml,125 ml,True,Whole Tomatoes with Herbs & Spices,Tomaoes Fine Herbs,False,35.0,35.0,True,0.0,0.0,True,0.24,0.24,True,58807665601.0,4
4 g,4.0 g,False,Natural Granulated Sugar,Granulated Sugar,False,15.0,15.0,True,,0.0,False,,0.0,False,58891252312.0,1
4 g,4 g,True,Natural Brilliant Yellow Sugar,Brilliant Yellow Sugar,False,15.0,15.0,True,,0.0,False,,0.0,False,58891602315.0,2
4 g,4 g,True,Natural Old Fashioned Brown Sugar,Natural Old Fashioned Brown Sugar,True,15.0,15.0,True,,0.0,False,,0.0,False,58891652310.0,3
30 g,30 g,True,Original All Purpose Flour,Original All Purpose Flour,True,110.0,110.0,True,0.0,0.1,False,0.0,0.0,True,59000016580.0,4
30 g,30 g,True,Unbleached All Purpose Flour,Unbleached All Purpose Flour,True,110.0,100.0,False,0.0,0.1,False,0.0,0.0,True,59000016597.0,3
125 g,125 g,True,Long Grain & Wild Fine Herbs Fully Cooked Rice,"Ready To Serve, Long Grain & Wild Rice Fine Herbs",False,240.0,210.0,False,0.0,0.5,False,0.33,0.44,False,59100008621.0,1
50 g,50 g,True,Cheese Sticks,Cheese Sticks,True,310.0,310.0,True,2.0,2.0,True,0.45,0.45,True,59119350339.0,5
50 g,50 g,True,Sesame Brioche Burger Buns,La Fournée Dorée 4 Sesame Brioche Burger Buns,False,160.0,160.0,True,2.0,2.0,True,0.205,0.21,False,59243002319.0,3
20 g,14 g,False,Original Table Water Crackers,Table Water Crackers,False,80.0,60.0,False,0.0,0.0,True,0.12,0.08,False,59290573220.0,1
71 g,,False,Vanilla Mini Cupcakes,Mini Vanilla Cupcakes 12 Pack,False,280.0,,False,4.0,,False,0.23,,False,59327140586.0,0
71 g,,False,Chocolate Mini Cupcakes,Mini Chocolate Cupcakes 12 Pack,False,260.0,,False,4.0,,False,0.25,,False,59327140593.0,0
15 g,30 g,False,100% Grated Parmesan Cheese,"Grated Cheese, 100% Parmesan",False,60.0,130.0,False,2.0,5.0,False,0.21,0.32,False,59441004474.0,0
30 g,3.0 cm,False,Traditional Feta Greek Style Cheese,"Feta, Tub",False,90.0,90.0,True,5.0,5.0,True,0.29,0.29,True,59441181533.0,3
64 g,per cup 64 g,False,Beef Simulated Flavour Noodles in a Cup,"Noodles in a Cup, Beef",False,320.0,320.0,True,9.0,9.0,True,1.0,1.11,False,59491002352.0,2
64 g,per cup 64 g,False,Chicken Simulated Flavour Noodles in a Cup,"Noodles in a Cup, Chicken",False,300.0,300.0,True,8.0,8.0,True,0.97,0.97,True,59491002505.0,3
64 g,per cup 64 g,False,Spicy Chicken Simulated Flavour Noodles in a Cup,"Noodles in a Cup, Spicy Chicken",False,300.0,300.0,True,7.0,7.0,True,1.0,1.14,False,59491002550.0,2
250 ml,per 250 ml,False,Orange Juice,Nutri Immunity Support,False,120.0,120.0,True,0.0,0.0,True,0.02,0.02,True,59600000729.0,3
250 ml,per 250 ml,False,Multivitamins & Antioxidants 100% Orange Juice from Concentrate,Nutri Multi Vitamin Antioxidant,False,120.0,120.0,True,0.0,0.0,True,0.015,0.015,True,59600047311.0,3
250 ml,per 250 ml,False,Orange Juice,"Heartwise 100% Orange Juice From Concentrate, Carton",False,120.0,120.0,True,0.0,0.0,True,0.015,0.015,True,59600047861.0,3
355 ml,per 355 ml,False,Natural Lemon Flavour Iced Tea,"Lemon Tea, Jug",False,110.0,110.0,True,,0.0,False,0.025,0.025,True,59600048592.0,2
250 ml,per 250 ml,False,Orange Juice Beverage,"Orange Juice, 50% Less Sugar",False,50.0,50.0,True,,0.0,False,0.01,0.01,True,59600060259.0,2
250 ml,per 250 ml,False,100% Pure Pressed Apple Juice,"Apple Juice, Bottle",False,110.0,110.0,True,,0.0,False,0.005,0.005,True,59600060266.0,2
200 ml,200 ml,True,Watermelon Blueberry Real Fruit Beverage,"Real Fruit Beverage Watermelon Blueberry, 8",False,40.0,40.0,True,0.0,0.0,True,0.015,0.015,True,59600060464.0,4
63 ml,63 ml,True,100% Orange Juice Frozen Concentrate with Calcium + Vitamin D,"Calcium + Vitamin D Frozen Concentrate Orange Juice, Can",False,120.0,120.0,True,0.0,0.0,True,0.005,0.005,True,59600061638.0,4
250 ml,per 250 ml,False,Pulp Free 100% Pure and Natural Orange Juice,Pulp Free Orange Juice,False,110.0,120.0,False,,0.0,False,0.0,0.0,True,59600070029.0,1
250 ml,per 250 ml,False,100% Orange Juice with Pulp,with Pulp Orange Juice,False,110.0,120.0,False,,0.0,False,0.0,0.0,True,59600070036.0,1
250 ml,per 250 ml,False,Bone Support Orange Juice,"Nutri Bone Support 100% Orange Juice, Carton",False,120.0,120.0,True,0.0,0.0,True,0.02,0.02,True,59600070210.0,3
330 ml,330 ml,True,100% Watermelon Juice,Blue Monkey 100% Watrmln Juice,False,105.0,90.0,False,0.0,0.0,True,0.063,0.08,False,59654510014.0,2
10 g,10 g,True,Candy Coated Milk Chocolate,Valentine Mini Chocolate Smarties For Sharing,False,45.0,45.0,True,1.0,1.0,True,0.005,0.005,True,59800322379.0,4
17 g,17 g,True,The Original Milk Chocolate with Smooth Caramel & Pecans,Heart Shaped Box With Turtles For Valentine,False,90.0,90.0,True,2.0,2.0,True,0.015,0.015,True,59800484077.0,4
46 g,,False,Orange Peel Dark Chocolate,Orange Peel Dark Chocolate,True,250.0,,False,8.0,,False,0.001,,False,59800509299.0,1
46 g,,False,Roasted Almond Dark Chocolate,Roasted Almond Dark Chocolate Bar,False,260.0,,False,8.0,,False,0.001,,False,59800509312.0,0
38 g,,False,Raw 70% Cacao Dark Chocolate,70% Raw Cacao Dark Chocolate,False,220.0,,False,9.0,,False,0.001,,False,59800509442.0,0
8.4 g,,False,Orange Flavoured Dark Mints Thins,After Eight Orange Dark Mint Thins Collectible Tin,False,35.0,,False,0.0,,False,0.002,,False,59800509466.0,0
,,False,Easter Break Milk Chocolate with Crispy Wafer,Kitkat Bunny,False,,,False,,,False,,,False,59800509473.0,0
35 g,,False,"Pecan, Banana & Dark Chocolate Nut Bar","Fruit Bar Pecan, Banana and Dark Chocolate",False,170.0,,False,2.0,,False,0.1,,False,59800511148.0,0
35 g,,False,"Almond, Dark Chocolate & Sea Salt Nut Bar",Almond Seasalt,False,190.0,,False,2.0,,False,0.14,,False,59800511209.0,0
40 g,,False,Caramel Crisp Chocolate Wafer Bar,Caramel Crisp Wafer Bar,False,200.0,,False,6.0,,False,0.045,,False,59800511247.0,0
45 g,,False,Gold Caramelized White Wafer Bar,KitKat Gold Caramelized White Wafer Bar,False,240.0,,False,7.0,,False,0.04,,False,59800511346.0,0
10 g,10 g,True,Margarine with Avocado Oil,Margarine With Avocado Oil,False,70.0,70.0,True,1.0,1.0,True,0.07,0.07,True,59950000134.0,4
125 ml,125 ml,True,Very Cherry Mixed Fruit in Light Syrup,Very Cherry,False,90.0,80.0,False,0.0,0.0,True,0.005,0.005,True,60000111106.0,3
125 ml,125 ML,False,Peach Slices in Fruit Juice from Concentrate,Peach Slices in Juice,False,60.0,60.0,True,0.0,0.0,True,0.01,0.01,True,60000133306.0,3
167 ml,125 ml,False,Fruit Cocktail,Fruit Cocktail in Juice,False,90.0,70.0,False,0.0,0.0,True,0.01,0.01,True,60000133504.0,2
125 ml,,False,Mexican Style Corn Medley,Corn Medley Mexican Style,False,70.0,,False,0.0,,False,0.11,,False,60000888015.0,0
125 ml,,False,Mediterranean Style Corn Medley,Corn Medley Mediterranean Style,False,80.0,,False,0.0,,False,0.16,,False,60000888022.0,0
125 ml,,False,Southwest Style Corn Medley,Corn Medley Southwest Style,False,70.0,,False,0.0,,False,0.14,,False,60000888039.0,0
15 ml,14 g,False,100% Pure Cold Pressed Extra Virgin Olive Oil,Extra Virgin Olive Oil,False,130.0,120.0,False,2.0,2.0,True,,0.0,False,60085960125.0,1
9.8 g,,False,Breakfast Blend Medium Roast Coffee Single Serve Pods,Breakfast Blend Coffee Keurig K-Cup Pods,False,10.0,,False,,,False,0.0,,False,60200001429.0,0
,nullnull,False,Full City Dark 100% Arabica Coffee Single Serve Pods,Full City Dark Coffee 100% Compostable Pods,False,,0.0,False,,0.0,False,,0.0,False,60200001658.0,0
240 ml,,False,Cappuccino Coffee,Nabob Cappuccino Coffee Single Serve T-Discs,False,40.0,,False,2.0,,False,0.08,,False,60200001887.0,0
,100 GR,False,Whole Bean Coffee from Guatemala,Whole Bean Guatemala Coffee,False,,0.0,False,,0.0,False,,0.0,False,60200001948.0,0
250 ml,,False,Cold-Pressed Orange Juice,Fresh Orange Juice,False,110.0,,False,0.0,,False,0.003,,False,60249000865.0,0
30 g,30 g,True,Shredded Marble Farmer's Cheese,No Name Farmer'S Marble Shred,False,100.0,100.0,True,5.0,5.0,True,0.22,0.22,True,60383000479.0,4
50 g,,False,Dark Chocolate Covered Coconut Clusters,Dark Chocolate Covered Coconut Clusters,True,290.0,,False,14.0,,False,0.14,,False,60383000653.0,1
50 g,,False,"Almond, Maple Syrup & Cashew Coconut Clusters","Almond, Maple Syrup & Cashew Coconut Clusters",True,280.0,,False,13.0,,False,0.14,,False,60383000660.0,1
39 g,,False,Chocolate Caramels with Sea Salt,Pc Choc Salted Caramels,False,200.0,,False,7.0,,False,0.055,,False,60383001711.0,0
36 g,,False,Chocolate Dessert Cups,Chocolate Dessert Cups,True,200.0,,False,6.0,,False,0.03,,False,60383001728.0,1
55 ml,s,False,Maple Crunch Mini Ice Cream Bars,Maple Ice Cream Novelty Bar,False,140.0,140.0,True,4.0,4.5,False,0.015,0.015,True,60383001926.0,2
55 ml,,False,Banana Split Mini Ice Cream Bars,Banana Ice Cream Novelty Bar,False,120.0,,False,4.0,,False,0.02,,False,60383001933.0,0
50 g,,False,Rosemary & Olive Oil Flavoured Garden Stix,Rosemary & Olive Oil Garden Stix,False,240.0,,False,1.0,,False,0.42,,False,60383002398.0,0
50 g,,False,Creamy Jalapeño Flavoured Garden Stix,Creamy Jalapeno Garden Stix,False,240.0,,False,1.0,,False,0.44,,False,60383002404.0,0
50 g,,False,Purple Kernel Popping Corn,Purple Kernel Popping Corn,True,170.0,,False,0.0,,False,0.0,,False,60383002473.0,1
36 g,s,False,Ruby Cocoa Bean Bar,Gold Bar Ruby Chocolate,False,200.0,200.0,True,8.0,8.0,True,0.025,0.025,True,60383002534.0,3
50 g,,False,Sea Salt Purple Kernel Corn Crisps,"Purple Kernel Corn Crisps, Sea Salt",False,210.0,,False,0.0,,False,0.13,,False,60383003760.0,0
50 g,,False,Ranch Purple Kernel Corn Crisps,"Purple Kernel Corn Crisps, Ranch",False,200.0,,False,0.0,,False,0.35,,False,60383003777.0,0
30 g,,False,Garden Vegetable Veggie Snaps,Garden Vegetable Veggie Snaps,True,150.0,,False,0.0,,False,0.1,,False,60383003838.0,1
100 g,,False,Lean Ground Beef,Lean Ground Beef,True,200.0,,False,5.0,,False,0.055,,False,60383004125.0,1
,,False,Rosé Spring Salad Mix,Rose Spring Mix,False,,,False,,,False,,,False,60383004170.0,0
50 g,,False,Sea Salt Purple Kernel Popcorn,Sea Salt Purple Kernel Popcorn,True,260.0,,False,1.0,,False,0.105,,False,60383004286.0,1
25 g,,False,Raspberry & Yogurt Popcorn Chewy Bars,Raspberry & Yogurt Popcorn Bars,False,110.0,,False,2.0,,False,0.03,,False,60383004545.0,0
25 g,,False,Peanut & Sunflower Seed Chewy Popcorn Bars,Peanut and Sunflower Seed Popcorn Bar,False,110.0,,False,2.0,,False,0.04,,False,60383004552.0,0
50 g,,False,Whole Natural Cashews,"Organics Whole Natural Cashew, Club Size",False,290.0,,False,4.0,,False,0.005,,False,60383005337.0,0
30 g,,False,Winter Blend Dark Roast Ground Coffee,Winter Blend Coffee,False,0.0,,False,,,False,,,False,60383005443.0,0
85 g,,False,Breaded Avocado Bites,Breaded Avocado Bites,True,210.0,,False,2.0,,False,0.24,,False,60383006198.0,1
80 g,,False,Indian Hors d'Oeuvre Collection,Indian Hors D'oeuvre Collection,False,35.0,,False,0.0,,False,0.05,,False,60383006204.0,0
140 g,140 g,True,Superfruit Blend,Power Fruit Blend,False,90.0,90.0,True,0.0,0.0,True,0.0,0.0,True,60383008888.0,4
169 g,,False,Sweet with Heat Pepperoni Flatbread,Sweet with Heat Flatbread,False,420.0,,False,7.0,,False,0.68,,False,60383009816.0,0
30 g,30 g,True,Cranberry Goat's Milk Cheese,"Goat's Milk Cheese, Cranberry",False,90.0,90.0,True,2.0,2.5,False,0.06,0.1,False,60383010133.0,2
30 g,15 g,False,Sliced Sun-Dried Tomatoes in Seasoned Oil,Sliced Sun-Dried Tomatoes In Seasoned Oil,False,80.0,30.0,False,0.0,0.2,False,0.51,0.39,False,60383010942.0,0
85 g,30 g,False,Shelled Edamame,Edamame Shelled,False,90.0,35.0,False,0.0,0.0,True,0.005,0.002,False,60383011482.0,1
33 g,33 g,True,Apples & Cinnamon Instant Oatmeal,"Instant Oatmeal, Apple Cinnamon",False,120.0,120.0,True,0.0,0.3,False,0.115,0.13,False,60383011642.0,2
28 g,28 g,True,Regular Instant Oatmeal,"Instant Oatmeal, Regular",False,100.0,110.0,False,0.0,0.4,False,0.06,0.075,False,60383011666.0,1
25 g,,False,Raspberry Turnovers,Raspberry Turnover,False,100.0,,False,2.0,,False,0.07,,False,60383011833.0,0
15 ml,15 ml,True,Sweet Green Relish,Sweet Green Relish,True,15.0,15.0,True,0.0,0.0,True,0.02,0.04,False,60383012847.0,4
50 g,50 g,True,Pretzel Sticks,Pretzel sticks,False,190.0,190.0,True,0.0,0.0,True,0.54,0.79,False,60383012854.0,3
50 g,50 g,True,Pretzel Twists,Pretzel Twists,True,190.0,190.0,True,0.0,0.0,True,0.7,0.68,False,60383012861.0,4
180 g,,False,Shrimp & Lobster Ravioli Grandi,Ravioli Grandi Shrimp & Lobster,False,520.0,,False,8.0,,False,0.8,,False,60383013424.0,0
50 g,,False,Chocolate & Ruby Cocoa Almond Medley,Almond Medley,False,280.0,,False,7.0,,False,0.015,,False,60383014629.0,0
85 g,42 g,False,Linguine,Linguine,True,300.0,150.0,False,0.0,0.1,False,0.0,0.0,True,60383016005.0,2
36 g,,False,Ruby Cocoa Bean Bar with Coconut & Raspberry,Ruby Cocoa Bean Bar with Coconut and Raspberry,False,200.0,,False,8.0,,False,0.025,,False,60383016203.0,0
100 g,,False,Infant Formula Powder with Iron and Calcium,Infant Formula Powder For Older Infants With Iron And Calcium,False,,,False,,,False,0.163,,False,60383019280.0,0
283 g,283 g,True,Meat Lasagna,"Meat Lasagna, 1.13kg",False,280.0,270.0,False,2.0,4.5,False,0.7,0.65,False,60383019617.0,1
,,False,Pork Hot Pot Sliced Pork Shoulder,Pork Hot Pot Sliced Pork Shoulder,True,,,False,,,False,,,False,60383020033.0,1
100 g,,False,Porchetta Pork Belly and Seasoned Boneless Pork Loin Roast,World of Flavours Pork Belly and Seasoned Boneless Pork Loin Roast Porchetta,False,320.0,,False,10.0,,False,0.3,,False,60383021733.0,0
188 ml,,False,Peppermint Hot Chocolate Ice Cream,Peppermint Hot Chocolate Ice Cream,True,200.0,,False,6.0,,False,0.045,,False,60383022570.0,1
26 g,35 g,False,Hazelnut Crème-Filled Wafers,"Wafers, Hazelnut",False,130.0,180.0,False,4.0,5.0,False,0.04,0.055,False,60383022716.0,0
26 g,35 g,False,Vanilla Crème-Filled Wafers,"Wafers, Vanilla",False,130.0,180.0,False,5.0,7.0,False,0.04,0.04,True,60383022723.0,1
35 g,35 g,True,Honey Crunchy Cubs Graham Cookies,Honey Crunchy Cubs Graham Cookies Lunch Box Packs,False,160.0,160.0,True,0.0,0.4,False,0.09,0.085,False,60383024840.0,2
100 g,100 g,True,Honey Garlic Flavoured Pork Sausages,"Free From Sausages, Honey Garlic",False,230.0,230.0,True,6.0,6.0,True,0.64,0.63,False,60383026431.0,3
85 g,85 g,True,California Vegetable Blend,California Vegetable Blend,True,25.0,25.0,True,0.0,0.0,True,0.025,0.025,True,60383027414.0,5
15 ml,15 ml,True,Steak Spice Marinade,Steak Spice Marinade,True,15.0,15.0,True,0.0,0.0,True,0.3,0.3,True,60383028992.0,5
34 g,34 g,True,Lemon Meringue Dessert Cookies,Lemon Meringue,False,170.0,180.0,False,6.0,6.0,True,0.095,0.1,False,60383035303.0,2
50 g,50 g,True,Caramel Popcorn,Caramel Popcorn,True,230.0,240.0,False,5.0,5.0,True,0.21,0.21,True,60383036836.0,4
,100 g,False,Broccoli Florets,Broccoli Florets,True,,35.0,False,,0.0,False,,0.035,False,60383039202.0,1
100 g,100 g,True,Sliced Chicken Breasts,"Chicken Breasts, Sliced",False,120.0,120.0,True,0.0,0.5,False,0.34,0.34,True,60383039738.0,3
30 ml,30 ml,True,Tartar Sauce with Capers & Gherkins,Tartar Sauce,False,170.0,170.0,True,1.0,1.5,False,0.16,0.16,True,60383041328.0,3
30 ml,30 ml,True,Tangy Seafood Sauce,Tangy Seafood Sauce,True,30.0,30.0,True,0.0,0.0,True,0.2,0.2,True,60383041533.0,5
33 g,26 g,False,Honey Graham Wafers,Honey Graham Wafers,True,150.0,120.0,False,0.0,0.3,False,0.13,0.115,False,60383043988.0,1
42 g,42 g,True,Cranberry Lemon Bran Muffin Mix,"Muffin Mix, Cranberry Lemon Bran",False,150.0,150.0,True,0.0,0.2,False,0.24,0.24,True,60383044626.0,3
50 g,50 g,True,Cheddar Cheese Flavoured Popcorn,"Popcorn, Cheddar Cheese",False,280.0,250.0,False,3.0,2.0,False,0.37,0.25,False,60383045562.0,1
55 g,55 g,True,Omega 3 Banana Nut Granola Cereal,Granola Boost With Omega 3 Banana Nut Granola Cereal,False,240.0,240.0,True,1.0,1.5,False,0.03,0.03,True,60383046057.0,3
,,False,The Great Canadian Decaffeinated Coffee,"Great Canadian Coffee, Decaf",False,,,False,,,False,,,False,60383046231.0,0
30 g,30 g,True,36 Months Aged Parmigiano Reggiano Hard Ripened Cheese,Parmesean,False,120.0,120.0,True,6.0,6.0,True,0.2,0.2,True,60383046750.0,4
30 ml,15 ml,False,Asian Sesame Dressing,Asian Sesame Dressing,True,110.0,60.0,False,1.0,0.5,False,0.29,0.14,False,60383051037.0,1
60 g,60 g,True,Swiss Fondue,"Cheese Fondue, Swiss",False,130.0,130.0,True,5.0,5.0,True,0.37,0.37,True,60383053758.0,4
85 g,85 g,True,Penne Rigate White Pasta with Fibre,Penne Rigate With Fibre White Pasta,False,290.0,290.0,True,0.0,0.4,False,0.0,0.0,True,60383054946.0,3
350 g,350 g,True,Spicy Chicken Vindaloo,Blue Menu Spicy Chicken Vindaloo,False,360.0,360.0,True,1.0,1.0,True,0.77,0.77,True,60383056032.0,4
40 g,100 g,False,Whole Pitted Dates,Whole Pitted Dates,True,130.0,280.0,False,0.0,0.0,True,0.0,0.001,False,60383057855.0,2
40 g,40 g,True,Thompson Seedless Raisins,Thompson Seedless Raisins,True,120.0,130.0,False,0.0,0.0,True,0.01,0.0,False,60383057923.0,3
35 g,35 g,True,Buttermilk Extra-Fluffy Pancake and Waffle Mix,Buttermilk Extra-Fluffy Pancake & Waffle Mix,False,130.0,130.0,True,0.0,0.5,False,0.25,0.34,False,60383058975.0,2
35 g,35 g,True,Original Extra-Fluffy Pancake and Waffle Mix,Original Extra-Fluffy Pancake And Waffle Mix,False,130.0,130.0,True,0.0,0.5,False,0.3,0.36,False,60383058982.0,2
136 g,136 g,True,Chicken Breasts,Free From Chicken Breast,False,130.0,130.0,True,0.0,0.5,False,0.42,0.42,True,60383059552.0,3
38 g,38 g,True,Tapas de Queso Fine Cheese Selection,Tapas De Queso Sliced Fine Cheese Selection,False,160.0,160.0,True,8.0,8.0,True,0.24,0.24,True,60383060619.0,4
57 g,57 g,True,Meatless Meatballs,Meatless Meatballs,True,130.0,130.0,True,0.0,0.5,False,0.28,0.28,True,60383063115.0,4
100 ml,,False,Ready-to-Feed Infant Formula with Iron,Omega+ Ready-To-Feed Milk-Based Infant Formula With Iron,False,,,False,,,False,0.023,,False,60383071202.0,0
26 g,26 g,True,Taco Shells,Taco Shells,True,130.0,130.0,True,0.0,0.5,False,0.004,0.004,True,60383071677.0,4
30 ml,30 ml,True,Szechwan Peanut Satay Sauce,Memories Of Szechwan Spicy Peanut Satay Sauce,False,130.0,130.0,True,1.0,1.0,True,0.32,0.32,True,60383073947.0,4
15 g,15 g,True,Parmesan Cheese,"Cheese, Parmesan Grated 100%",False,60.0,60.0,True,2.0,2.5,False,0.25,0.38,False,60383076856.0,2
85 g,85 g,True,Rotini White Pasta with Fibre,Rotini With Fibre White Pasta,False,310.0,290.0,False,0.0,0.4,False,0.02,0.0,False,60383096311.0,1
50 g,50 g,True,Reduced Salt Mild Sugar Cured Bacon,"Bacon, Mild Sugar Cured with Reduced Salt, Uncooked",False,180.0,200.0,False,6.0,7.0,False,0.18,0.19,False,60383097592.0,1
15 ml,15 ml,True,Montego Bay Jerk Sauce,Memories Of Montego Bay Fiery Jerk Sauce,False,15.0,15.0,True,0.0,0.2,False,0.45,0.45,True,60383099961.0,3
60 g,60 g,True,Traditional Naan Rounds,Traditional Naan Rounds,True,180.0,180.0,True,1.0,1.0,True,0.43,0.43,True,60383104269.0,5
15 g,15 g,True,Grated Parmesan Cheese,"Cheese, Parmesan 100%",False,60.0,60.0,True,2.0,2.5,False,0.25,0.38,False,60383109875.0,2
125 ml,125 ml,True,Vanilla Bean Ice Cream,"Cream First Ice Cream, Vanilla Bean",False,180.0,180.0,True,7.0,7.0,True,0.05,0.05,True,60383113124.0,4
120 g,113 g,False,Skinless Boneless Wild Pacific Halibut Fillets,Halibut,False,100.0,120.0,False,0.0,0.4,False,0.075,0.06,False,60383113803.0,0
100 g,100 g,True,Bangers Pork Sausages,Free From Bangers Pork Sausages,False,210.0,230.0,False,6.0,6.0,True,0.6,0.63,False,60383114039.0,2
45 g,45 g,True,Maple & Brown Sugar Flavoured Steel Cut Oats,"Steel Cut Oats, Maple & Brown Sugar",False,170.0,170.0,True,0.0,0.5,False,0.13,0.13,True,60383114640.0,3
250 ml,250 ml,True,Ruby Red Grapefruit Cocktail,Ruby Red Grapefruit Cocktail,True,140.0,140.0,True,,0.0,False,0.015,0.015,True,60383117276.0,4
300 g,250 ml,False,Refried Pinto Beans,Refried Beans,False,280.0,230.0,False,0.0,0.3,False,1.0,1.16,False,60383121839.0,0
300 g,250 ml,False,Refried Pinto Beans with Green Chilies,Refried Beans with Green Chilies,False,260.0,250.0,False,0.0,0.5,False,1.0,1.21,False,60383121846.0,0
40 g,33 g,False,Gluten-Free Pancake Mix,Gluten Free Pancake Mix,False,140.0,110.0,False,0.0,0.0,True,0.34,0.29,False,60383122119.0,1
7 g,7.0 g,False,Chipotle & Cheddar Flavour Tortilla Strips,Chipotle Cheddar Flavoured Tortilla Strips,False,35.0,40.0,False,0.0,0.5,False,0.03,0.03,True,60383126544.0,1
7 g,7.0 g,False,Chili & Lime Flavour Tortilla Strips,Chili Lime Flavoured Tortilla Strips,False,40.0,40.0,True,0.0,0.4,False,0.03,0.045,False,60383126551.0,1
25 g,25 g,True,English Cream Crackers,"Crackers, English Cream",False,110.0,110.0,True,1.0,1.5,False,0.12,0.12,True,60383132392.0,3
50 g,50 g,True,Original Flavour Kettle Cooked Potato Chips,"Kettle Cooked Potato Chips, Original",False,260.0,260.0,True,1.0,2.0,False,0.28,0.28,True,60383133405.0,3
50 g,50 g,True,Sea Salt & Malt Vinegar Flavour Kettle Cooked Potato Chips,Sea Salt And Malt Vinegar Flavour Kettle Cooked Potato Chips,False,250.0,250.0,True,1.0,2.0,False,0.29,0.29,True,60383133436.0,3
50 g,50 g,True,Jalapeño Flavour Kettle Cooked Potato Chips,"Kettle Cooked Potato Chips, Jalapeño",False,250.0,250.0,True,1.0,2.0,False,0.3,0.3,True,60383133443.0,3
123 g,123 g,True,Maple Barbecue Boneless Chicken Breast Chunks,Too Good To Be Wings Maple Barbecue Boneless Coated Chicken Breast Chunks,False,240.0,240.0,True,1.0,1.5,False,0.36,0.36,True,60383133764.0,3
15 ml,15 ml,True,Truffle Aioli Whipped Dressing,Truffle Aioli Whipped Dressing,True,90.0,90.0,True,1.0,1.0,True,0.06,0.06,True,60383134488.0,5
188 g,125 ml,False,Candy Cane Chocolate Fudge Crackle Ice Cream,Candy Cane Chocolate Fudge Crackle Ice Cream,True,310.0,210.0,False,10.0,7.0,False,0.055,0.035,False,60383134563.0,1
30 g,30 g,True,Swiss Cheese,"Lactose Free Swiss Cheese Blocks, 30%",False,120.0,110.0,False,5.0,5.0,True,0.125,0.16,False,60383134945.0,2
30 g,32 g,False,Roasted Red Pepper Hummus,Roasted Pepper And Paprika Hummus Chickpea Dip And Spread,False,60.0,70.0,False,0.0,0.5,False,0.125,0.14,False,60383135171.0,0
57 g,57 g,True,Tortilla & Jalapeño Cheese Sticks,Tortilla & Jalapeno Cheese Sticks,False,160.0,160.0,True,2.0,2.0,True,0.3,0.3,True,60383135959.0,4
125 g,133 g,False,Zipperback Raw Gigantico Black Tiger Shrimp,Gigantico Raw Zipperback Black Tiger Shrimp,False,90.0,110.0,False,0.0,1.0,False,0.46,0.33,False,60383136895.0,0
127 g,127 g,True,Zipperback Raw Large Pacific White Shrimp,Zipperback Pacific White Shrimp Raw,False,110.0,80.0,False,0.0,0.5,False,0.39,0.36,False,60383137038.0,1
30 g,30 g,True,Lactose Free Marble Cheddar Cheese,Marble Cheddar Lactose Free,False,120.0,120.0,True,6.0,6.0,True,0.22,0.21,False,60383137502.0,3
30 g,30 g,True,All-Purpose Flour Blend,Gluten Free All Purpose Flour,False,110.0,100.0,False,0.0,0.0,True,0.035,0.035,True,60383138028.0,3
60 ml,60 ml,True,100% Pure Maple Syrup,100% Pure Maple Syrup,True,210.0,210.0,True,,0.0,False,,0.005,False,60383140502.0,3
50 g,45 g,False,Everything Trail Mix,Everything Trail Mix,True,220.0,200.0,False,5.0,4.5,False,0.025,0.02,False,60383141981.0,1
50 g,50 g,True,Cheddar Jalapeño Flavoured Popcorn,Jalapeño Cheddar Flavour Popcorn,False,290.0,280.0,False,2.0,2.5,False,0.38,0.42,False,60383142155.0,1
