serving_size_raw_mintel,serving_size_raw_loblaws,serving_size_raw_exact_match,name_mintel,name_loblaws,name_exact_match,calories_mintel,calories_loblaws,calories_exact_match,saturatedfat_mintel,saturatedfat_loblaws,saturatedfat_exact_match,sodium_mintel,sodium_loblaws,sodium_exact_match,sugar_mintel,sugar_loblaws,sugar_exact_match,upc_code,total_match_count,date
15ml,15ml,True,Wild Blueberry Spread,Intense Spread Wild Blueberry,False,32.0,30.0,False,,0.0,False,,0.0,False,8.0,8.0,True,88702896022.0,2,July '22
15ml,15ml,True,Raspberry Spread,Intense Spread Raspberry,False,32.0,30.0,False,,0.0,False,,0.0,False,7.0,7.0,True,88702896039.0,2,July '22
15ml,15ml,True,Apricot Spread,Intense Spread Apricot,False,32.0,30.0,False,,0.0,False,,0.0,False,8.0,8.0,True,88702896046.0,2,July '22
30g,30g,True,Southwest Taco Simmer Sauce for Beef,Southwest Taco Simmer Sauce for Bee,False,15.0,15.0,True,0.0,0.0,True,0.2,0.2,True,1.0,1.0,True,89836192417.0,5,July '22
30g,30g,True,Classic Fajita Simmer Sauce for Beef or Chicken,Classic Fajita Simmer Sauce,False,15.0,15.0,True,0.0,0.0,True,0.2,0.2,True,1.0,1.0,True,89836192424.0,5,July '22
30g,30g,True,Guacamole Mix,Guacamole Mix,True,5.0,5.0,True,0.0,0.0,True,0.26,0.26,True,0.0,0.0,True,89836192431.0,6,July '22
30g,30g,True,Spicy Guacamole Mix,Spicy Guacamole Mix,True,5.0,5.0,True,0.0,0.0,True,0.26,0.26,True,0.0,0.0,True,89836192448.0,6,July '22
30g,30g,True,Green Enchilada Simmer Sauce,Green Enchilada Simmer Sauce,True,10.0,10.0,True,0.0,0.0,True,0.21,0.21,True,0.0,0.0,True,89836192455.0,6,July '22
250ml,per250ml,False,Energy Drink,"Red Bull Energy Drink, 250 ml (4 Pack)",False,110.0,110.0,True,,0.0,False,0.105,0.105,True,27.0,27.0,True,180854000200.0,3,July '22
250ml,250ml,True,100% Pure Apple Juice from Concentrate,Organic 100% Apple Juice,False,110.0,110.0,True,0.0,0.0,True,0.0,0.015,False,22.0,25.0,False,189727001016.0,3,July '22
30g,,False,Garlic and Fine Herbs Soft White Cheese,Mme Loik Soft Cheese Fine Herbs Cheese,False,70.0,,False,5.0,,False,0.16,,False,1.0,,False,194787000046.0,0,July '22
50g,29g,False,Whole Grain Peanut Butter Clusters Granola,Peanut Butter Whole Grain Clusters Each,False,200.0,130.0,False,1.0,0.5,False,0.09,0.08,False,9.0,5.0,False,602652183102.0,0,July '22
50g,29g,False,Oats & Honey Clusters with Toasted Coconut,"Healthy Grains, Oats & Honey with Toasted Coconut Each",False,190.0,130.0,False,2.0,1.5,False,0.04,0.02,False,9.0,6.0,False,602652183133.0,0,July '22
50g,,False,Almond Butter Dark Chocolate Nut Bar,Nut Bars Almond Butter Dark Chocolate Single Bar,False,250.0,,False,3.5,,False,0.11,,False,8.0,,False,602652207068.0,0,July '22
50g,,False,Crunchy Peanut Butter Nut Bar,Nut Bars Crunchy Peanut Butter Each,False,250.0,,False,4.0,,False,0.135,,False,7.0,,False,602652207075.0,0,July '22
50g,,False,Dark Chocolate Nut Bar,Dark Chocolate Nut Bars Single Bar,False,250.0,,False,4.0,,False,0.125,,False,8.0,,False,602652207082.0,0,July '22
25g,32g,False,Thin Multigrain Crispbread,"Crispbread, Multigrain",False,90.0,130.0,False,0.0,0.3,False,0.14,0.26,False,1.0,1.0,True,605870000190.0,1,July '22
250ml,250ml,True,Half & Half Iced Tea Lemonade,AriZona Arnold Palmer Iced Tea Lemonade Half & Half 1.65 L,False,90.0,90.0,True,,0.0,False,0.01,0.01,True,22.0,22.0,True,613008749309.0,4,July '22
250ml,,False,Iced Tea with Lemon Flavour,Lemon Tea,False,100.0,,False,,,False,0.01,,False,26.0,,False,613008749798.0,0,July '22
0g,,False,Green Tea with Ginseng and Honey,Green Tea,False,70.0,,False,,,False,0.01,,False,18.0,,False,613008749811.0,0,July '22
40g,43g,False,Pancake & Waffle Mix,Gluten-Free Pancake & Waffle Mix,False,140.0,160.0,False,0.0,0.3,False,0.48,0.49,False,7.0,7.0,True,620133105122.0,1,July '22
5g,,False,Blue Mylk Latté,Blue Mylk Latte,False,25.0,,False,1.0,,False,0.01,,False,2.0,,False,620365029647.0,0,July '22
32g,30g,False,Sundried Tomato & Basil Tapenade,"Tapenade, Sundried Tomato Basil",False,45.0,40.0,False,0.5,0.2,False,0.17,0.17,True,2.0,1.0,False,621787019377.0,1,July '22
30g,,False,Roasted Red Pepper & Feta Dip,Roasted Red Pepper & Feta Dip,True,50.0,,False,2.5,,False,0.21,,False,1.0,,False,621787020908.0,1,July '22
32g,32g,True,Oven Roasted Tomato & Basil Bruschetta,"Bruschetta, Sundried Tomato Basil",False,45.0,45.0,True,0.0,0.2,False,0.15,0.16,False,1.0,1.0,True,621787021028.0,3,July '22
15g,15g,True,Caramelised Onion & Balsamic Vinegar Compote,Caramelized Onion & Balsamic Compote,False,30.0,30.0,True,0.0,0.0,True,0.065,0.065,True,4.0,4.0,True,621787033939.0,5,July '22
15g,15g,True,"Cranberry, Port & Pecan Compote","Cranberry, Port & Pecan Compote",True,35.0,35.0,True,0.0,0.0,True,0.0,0.0,True,6.0,6.0,True,621787033946.0,6,July '22
90g,90g,True,Cheese & Herbs Pizza,Cheese & Herbs pizza,False,200.0,200.0,True,3.5,3.0,False,0.44,0.44,True,4.0,1.0,False,623798044300.0,3,July '22
93g,93g,True,Goat Cheese Pizza,Goat cheese pizza,False,210.0,210.0,True,3.5,4.0,False,0.48,0.44,False,4.0,4.0,True,623798044324.0,3,July '22
55g,,False,Chocolate Chip Banana Bread Protein Bar,Ghea Cln Cllgn Bar Banan Choc,False,210.0,,False,3.5,,False,0.11,,False,12.0,,False,624777010781.0,0,July '22
30g,,False,Sea Salt Almond Crisps,"Almond Crips, Sea Salt",False,170.0,,False,1.0,,False,0.34,,False,1.0,,False,625691140059.0,0,July '22
250ml,1cup,False,Barista Blend Soy Beverage,Barista Blend Soy Milk,False,80.0,80.0,True,0.5,0.5,True,0.19,0.19,True,6.0,7.0,False,626027087703.0,3,July '22
250ml,250ml,True,Coconut Fortified Almond Beverage,"Almond Fresh, Coconut",False,80.0,90.0,False,2.5,3.0,False,0.15,0.045,False,10.0,10.0,True,626027700053.0,2,July '22
250ml,250ml,True,Unsweetened Original Fortified Almond Beverage,"Almond Beverage, Unsweetened",False,35.0,35.0,True,0.3,0.3,True,0.105,0.115,False,0.0,0.0,True,626027700121.0,4,July '22
250ml,,False,Fortified Gluten-Free Oat Beverage,Oat Barista Edition,False,150.0,,False,0.5,,False,0.105,,False,6.0,,False,626027814071.0,0,July '22
100ml,,False,Oat Cream Alternative,Earthsown Oat Culinary Edition,False,140.0,,False,1.0,,False,0.05,,False,2.0,,False,626027818161.0,0,July '22
50g,50g,True,Oatmeal Cookies with Chocolate Chunks,Authentic Chocolate Chunk Cookie,False,210.0,220.0,False,2.0,2.0,True,0.21,0.25,False,13.0,13.0,True,626233272405.0,3,July '22
50g,,False,Super Seeds Coconut Clusters,Organic Coconut Clusters Super Seeds,False,300.0,,False,17.0,,False,0.24,,False,13.0,,False,627561000647.0,0,July '22
50g,,False,Cranberry Crunch Coconut Clusters,Organic Coconut Clusters Cranberry Crunch,False,260.0,,False,17.0,,False,0.23,,False,14.0,,False,627561000661.0,0,July '22
50g,,False,Cocoa Crisp Coconut Clusters,Organic Coconut Clusters Cocoa Crisp,False,260.0,,False,17.0,,False,0.22,,False,13.0,,False,627561000685.0,0,July '22
40g,,False,Chocolate Chip Keto Bar,"Keto Bar ,Chocolate Chip",False,170.0,,False,3.5,,False,0.07,,False,2.0,,False,627561000807.0,0,July '22
20g,20g,True,MGO 30+ Manuka Active Honey,Honey Manuka Active,False,60.0,60.0,True,,0.0,False,,0.0,False,16.0,16.0,True,627814011512.0,3,July '22
15ml,,False,Organic Ketchup Style Sauce,Organic Ketchup,False,10.0,,False,0.0,,False,0.065,,False,1.0,,False,627843402633.0,0,July '22
15ml,,False,Organic Spicy Ketchup Style Sauce,Organic Spicy Ketchup,False,10.0,,False,0.0,,False,0.065,,False,1.0,,False,627843402640.0,0,July '22
31ml,,False,Organic Classic BBQ Sauce,Organic BBQ Sauce,False,10.0,,False,0.0,,False,0.115,,False,2.0,,False,627843402695.0,0,July '22
30ml,,False,Organic Sweet & Spicy BBQ Sauce,Organic BBQ Sauce,False,25.0,,False,0.0,,False,0.135,,False,3.0,,False,627843402718.0,0,July '22
15g,,False,Classic High Performance Peanut Butter,Fatso Peanut Butter Classic,False,90.0,,False,2.0,,False,0.0,,False,1.0,,False,627843710691.0,0,July '22
355ml,,False,Ginger Matcha Sparkling Energising Infusion,Sparkling Ginger,False,10.0,,False,0.0,,False,0.015,,False,0.0,,False,627843712107.0,0,July '22
30g,,False,Red Rind Cheese,NSFC RED RIND,False,130.0,,False,5.0,,False,0.21,,False,1.0,,False,627843729617.0,0,July '22
