serving_size_raw_mintel,serving_size_raw_loblaws,serving_size_raw_exact_match,name_mintel,name_loblaws,name_exact_match,calories_mintel,calories_loblaws,calories_exact_match,saturatedfat_mintel,saturatedfat_loblaws,saturatedfat_exact_match,sodium_mintel,sodium_loblaws,sodium_exact_match,sugar_mintel,sugar_loblaws,sugar_exact_match,upc_code,total_match_count,date
36g,,False,Chocolate Dessert Cups,Chocolate Dessert Cups,True,200.0,,False,6.0,,False,0.03,,False,17.0,,False,60383001728.0,1,July '22
55ml,,False,Banana Split Mini Ice Cream Bars,Banana Ice Cream Novelty Bar,False,120.0,,False,4.5,,False,0.02,,False,10.0,,False,60383001933.0,0,July '22
50g,,False,Rosemary & Olive Oil Flavoured Garden Stix,Rosemary & Olive Oil Garden Stix,False,240.0,,False,1.0,,False,0.42,,False,1.0,,False,60383002398.0,0,July '22
50g,,False,Creamy Jalapeño Flavoured Garden Stix,Creamy Jalapeno Garden Stix,False,240.0,,False,1.0,,False,0.44,,False,2.0,,False,60383002404.0,0,July '22
50g,,False,Purple Kernel Popping Corn,Purple Kernel Popping Corn,True,170.0,,False,0.4,,False,0.0,,False,0.0,,False,60383002473.0,1,July '22
36g,s,False,Ruby Cocoa Bean Bar,Gold Bar Ruby Chocolate,False,200.0,200.0,True,8.0,8.0,True,0.025,0.025,True,19.0,19.0,True,60383002534.0,4,July '22
50g,,False,Sea Salt Purple Kernel Corn Crisps,"Purple Kernel Corn Crisps, Sea Salt",False,210.0,,False,0.4,,False,0.13,,False,0.0,,False,60383003760.0,0,July '22
50g,,False,Ranch Purple Kernel Corn Crisps,"Purple Kernel Corn Crisps, Ranch",False,200.0,,False,0.5,,False,0.35,,False,2.0,,False,60383003777.0,0,July '22
30g,,False,Garden Vegetable Veggie Snaps,Garden Vegetable Veggie Snaps,True,150.0,,False,0.5,,False,0.1,,False,1.0,,False,60383003838.0,1,July '22
,,False,Rosé Spring Salad Mix,Rose Spring Mix,False,,,False,,,False,,,False,,,False,60383004170.0,0,July '22
50g,,False,Sea Salt Purple Kernel Popcorn,Sea Salt Purple Kernel Popcorn,True,260.0,,False,1.5,,False,0.105,,False,0.0,,False,60383004286.0,1,July '22
25g,,False,Raspberry & Yogurt Popcorn Chewy Bars,Raspberry & Yogurt Popcorn Bars,False,110.0,,False,2.0,,False,0.03,,False,7.0,,False,60383004545.0,0,July '22
25g,,False,Peanut & Sunflower Seed Chewy Popcorn Bars,Peanut and Sunflower Seed Popcorn Bar,False,110.0,,False,2.0,,False,0.04,,False,6.0,,False,60383004552.0,0,July '22
50g,,False,Whole Natural Cashews,"Organics Whole Natural Cashew, Club Size",False,290.0,,False,4.0,,False,0.005,,False,3.0,,False,60383005337.0,0,July '22
30g,,False,Winter Blend Dark Roast Ground Coffee,Winter Blend Coffee,False,0.0,,False,,,False,,,False,,,False,60383005443.0,0,July '22
80g,,False,Indian Hors d'Oeuvre Collection,Indian Hors D'oeuvre Collection,False,200.0,,False,2.5,,False,0.38,,False,3.0,,False,60383006204.0,0,July '22
30g,15g,False,Sliced Sun-Dried Tomatoes in Seasoned Oil,Sliced Sun-Dried Tomatoes In Seasoned Oil,False,80.0,30.0,False,0.5,0.2,False,0.51,0.39,False,3.0,1.0,False,60383010942.0,0,July '22
25g,,False,Raspberry Turnovers,Raspberry Turnover,False,100.0,,False,2.0,,False,0.07,,False,8.0,,False,60383011833.0,0,July '22
50g,50g,True,Pretzel Sticks,Pretzel sticks,False,190.0,190.0,True,0.3,0.0,False,0.54,0.79,False,1.0,1.0,True,60383012854.0,3,July '22
50g,50g,True,Pretzel Twists,Pretzel Twists,True,190.0,190.0,True,0.3,0.0,False,0.7,0.68,False,1.0,1.0,True,60383012861.0,4,July '22
180g,,False,Shrimp & Lobster Ravioli Grandi,Ravioli Grandi Shrimp & Lobster,False,520.0,,False,8.0,,False,0.8,,False,7.0,,False,60383013424.0,0,July '22
50g,,False,Chocolate & Ruby Cocoa Almond Medley,Almond Medley,False,280.0,,False,7.0,,False,0.015,,False,25.0,,False,60383014629.0,0,July '22
85g,42g,False,Linguine,Linguine,True,300.0,150.0,False,0.0,0.1,False,0.0,0.0,True,2.0,0.0,False,60383016005.0,2,July '22
36g,,False,Ruby Cocoa Bean Bar with Coconut & Raspberry,Ruby Cocoa Bean Bar with Coconut and Raspberry,False,200.0,,False,8.0,,False,0.025,,False,19.0,,False,60383016203.0,0,July '22
100g,,False,Infant Formula Powder with Iron and Calcium,Infant Formula Powder For Older Infants With Iron And Calcium,False,515.0,,False,,,False,0.163,,False,,,False,60383019280.0,0,July '22
,,False,Pork Hot Pot Sliced Pork Shoulder,Pork Hot Pot Sliced Pork Shoulder,True,,,False,,,False,,,False,,,False,60383020033.0,1,July '22
100g,,False,Porchetta Pork Belly and Seasoned Boneless Pork Loin Roast,World of Flavours Pork Belly and Seasoned Boneless Pork Loin Roast Porchetta,False,320.0,,False,10.0,,False,0.3,,False,0.0,,False,60383021733.0,0,July '22
188ml,,False,Peppermint Hot Chocolate Ice Cream,Peppermint Hot Chocolate Ice Cream,True,200.0,,False,6.0,,False,0.045,,False,22.0,,False,60383022570.0,1,July '22
26g,35g,False,Hazelnut Crème-Filled Wafers,"Wafers, Hazelnut",False,130.0,180.0,False,4.5,5.0,False,0.04,0.055,False,6.0,8.0,False,60383022716.0,0,July '22
26g,35g,False,Vanilla Crème-Filled Wafers,"Wafers, Vanilla",False,130.0,180.0,False,5.0,7.0,False,0.04,0.04,True,6.0,9.0,False,60383022723.0,1,July '22
35g,35g,True,Honey Crunchy Cubs Graham Cookies,Honey Crunchy Cubs Graham Cookies Lunch Box Packs,False,160.0,160.0,True,0.4,0.4,True,0.09,0.085,False,8.0,8.0,True,60383024840.0,4,July '22
34g,34g,True,Lemon Meringue Dessert Cookies,Lemon Meringue,False,170.0,180.0,False,6.0,6.0,True,0.095,0.1,False,11.0,10.0,False,60383035303.0,2,July '22
50g,50g,True,Caramel Popcorn,Caramel Popcorn,True,230.0,240.0,False,5.0,5.0,True,0.21,0.21,True,20.0,20.0,True,60383036836.0,5,July '22
,100g,False,Broccoli Florets,Broccoli Florets,True,,35.0,False,,0.0,False,,0.035,False,,2.0,False,60383039202.0,1,July '22
33g,26g,False,Honey Graham Wafers,Honey Graham Wafers,True,150.0,120.0,False,0.4,0.3,False,0.13,0.115,False,6.0,4.0,False,60383043988.0,1,July '22
42g,42g,True,Cranberry Lemon Bran Muffin Mix,"Muffin Mix, Cranberry Lemon Bran",False,150.0,150.0,True,0.2,0.2,True,0.24,0.24,True,12.0,12.0,True,60383044626.0,5,July '22
50g,50g,True,Cheddar Cheese Flavoured Popcorn,"Popcorn, Cheddar Cheese",False,280.0,250.0,False,3.0,2.0,False,0.37,0.25,False,3.0,2.0,False,60383045562.0,1,July '22
,,False,The Great Canadian Decaffeinated Coffee,"Great Canadian Coffee, Decaf",False,,,False,,,False,,,False,,,False,60383046231.0,0,July '22
85g,85g,True,Penne Rigate White Pasta with Fibre,Penne Rigate With Fibre White Pasta,False,290.0,290.0,True,0.4,0.4,True,0.0,0.0,True,2.0,2.0,True,60383054946.0,5,July '22
350g,350g,True,Spicy Chicken Vindaloo,Blue Menu Spicy Chicken Vindaloo,False,360.0,360.0,True,1.0,1.0,True,0.77,0.77,True,5.0,5.0,True,60383056032.0,5,July '22
40g,100g,False,Whole Pitted Dates,Whole Pitted Dates,True,130.0,280.0,False,0.0,0.0,True,0.0,0.001,False,29.0,67.0,False,60383057855.0,2,July '22
40g,40g,True,Thompson Seedless Raisins,Thompson Seedless Raisins,True,120.0,130.0,False,0.0,0.0,True,0.01,0.0,False,26.0,24.0,False,60383057923.0,3,July '22
38g,38g,True,Tapas de Queso Fine Cheese Selection,Tapas De Queso Sliced Fine Cheese Selection,False,160.0,160.0,True,8.0,8.0,True,0.24,0.24,True,0.0,0.0,True,60383060619.0,5,July '22
57g,57g,True,Meatless Meatballs,Meatless Meatballs,True,130.0,130.0,True,0.5,0.5,True,0.28,0.28,True,1.0,1.0,True,60383063115.0,6,July '22
100ml,,False,Ready-to-Feed Infant Formula with Iron,Omega+ Ready-To-Feed Milk-Based Infant Formula With Iron,False,67.0,,False,,,False,0.023,,False,,,False,60383071202.0,0,July '22
26g,26g,True,Taco Shells,Taco Shells,True,130.0,130.0,True,0.5,0.5,True,0.004,0.004,True,0.0,0.0,True,60383071677.0,6,July '22
15g,15g,True,Parmesan Cheese,"Cheese, Parmesan Grated 100%",False,60.0,60.0,True,2.5,2.5,True,0.25,0.38,False,0.0,0.0,True,60383076856.0,4,July '22
85g,85g,True,Rotini White Pasta with Fibre,Rotini With Fibre White Pasta,False,310.0,290.0,False,0.4,0.4,True,0.02,0.0,False,2.0,2.0,True,60383096311.0,3,July '22
50g,50g,True,Reduced Salt Mild Sugar Cured Bacon,"Bacon, Mild Sugar Cured with Reduced Salt, Uncooked",False,180.0,200.0,False,6.0,7.0,False,0.18,0.19,False,2.0,0.0,False,60383097592.0,1,July '22
15g,15g,True,Grated Parmesan Cheese,"Cheese, Parmesan 100%",False,60.0,60.0,True,2.5,2.5,True,0.25,0.38,False,0.0,0.0,True,60383109875.0,4,July '22
250ml,250ml,True,Ruby Red Grapefruit Cocktail,Ruby Red Grapefruit Cocktail,True,140.0,140.0,True,,0.0,False,0.015,0.015,True,28.0,28.0,True,60383117276.0,5,July '22
300g,250ml,False,Refried Pinto Beans,Refried Beans,False,280.0,230.0,False,0.4,0.3,False,1.43,1.16,False,2.0,2.0,True,60383121839.0,1,July '22
300g,250ml,False,Refried Pinto Beans with Green Chilies,Refried Beans with Green Chilies,False,260.0,250.0,False,0.4,0.5,False,1.41,1.21,False,2.0,2.0,True,60383121846.0,1,July '22
40g,33g,False,Gluten-Free Pancake Mix,Gluten Free Pancake Mix,False,140.0,110.0,False,0.0,0.0,True,0.34,0.29,False,7.0,6.0,False,60383122119.0,1,July '22
25g,25g,True,English Cream Crackers,"Crackers, English Cream",False,110.0,110.0,True,1.5,1.5,True,0.12,0.12,True,,0.0,False,60383132392.0,4,July '22
50g,50g,True,Original Flavour Kettle Cooked Potato Chips,"Kettle Cooked Potato Chips, Original",False,260.0,260.0,True,1.5,2.0,False,0.28,0.28,True,0.0,0.0,True,60383133405.0,4,July '22
50g,50g,True,Sea Salt & Malt Vinegar Flavour Kettle Cooked Potato Chips,Sea Salt And Malt Vinegar Flavour Kettle Cooked Potato Chips,False,250.0,250.0,True,1.5,2.0,False,0.29,0.29,True,1.0,1.0,True,60383133436.0,4,July '22
50g,50g,True,Jalapeño Flavour Kettle Cooked Potato Chips,"Kettle Cooked Potato Chips, Jalapeño",False,250.0,250.0,True,1.5,2.0,False,0.3,0.3,True,0.0,0.0,True,60383133443.0,4,July '22
15ml,15ml,True,Truffle Aioli Whipped Dressing,Truffle Aioli Whipped Dressing,True,90.0,90.0,True,1.0,1.0,True,0.06,0.06,True,0.0,0.0,True,60383134488.0,6,July '22
188g,125ml,False,Candy Cane Chocolate Fudge Crackle Ice Cream,Candy Cane Chocolate Fudge Crackle Ice Cream,True,310.0,210.0,False,10.0,7.0,False,0.055,0.035,False,31.0,20.0,False,60383134563.0,1,July '22
30g,32g,False,Roasted Red Pepper Hummus,Roasted Pepper And Paprika Hummus Chickpea Dip And Spread,False,60.0,70.0,False,0.5,0.5,True,0.125,0.14,False,1.0,0.0,False,60383135171.0,1,July '22
57g,57g,True,Tortilla & Jalapeño Cheese Sticks,Tortilla & Jalapeno Cheese Sticks,False,160.0,160.0,True,2.0,2.0,True,0.3,0.3,True,2.0,2.0,True,60383135959.0,5,July '22
30g,30g,True,All-Purpose Flour Blend,Gluten Free All Purpose Flour,False,110.0,100.0,False,0.0,0.0,True,0.035,0.035,True,0.0,0.0,True,60383138028.0,4,July '22
50g,45g,False,Everything Trail Mix,Everything Trail Mix,True,220.0,200.0,False,5.0,4.5,False,0.025,0.02,False,23.0,21.0,False,60383141981.0,1,July '22
50g,50g,True,Cheddar Jalapeño Flavoured Popcorn,Jalapeño Cheddar Flavour Popcorn,False,290.0,280.0,False,2.5,2.5,True,0.38,0.42,False,1.0,1.0,True,60383142155.0,3,July '22
50g,28g,False,Natural Walnuts Halves & Pieces,Natural Walnuts Halves And Pieces,False,350.0,180.0,False,3.0,1.5,False,0.0,0.001,False,1.0,1.0,True,60383142520.0,1,July '22
50g,45g,False,Dry-Roasted & Salted Pumpkin Seeds,Dry-Roasted And Salted Pumpkin Seeds,False,310.0,280.0,False,4.5,4.0,False,0.13,0.115,False,1.0,1.0,True,60383142551.0,1,July '22
50g,50g,True,Sweet & Salty Kettle Popcorn,Kettle Corn Sweet & Salty Popcorn,False,250.0,280.0,False,1.5,2.5,False,0.19,0.28,False,9.0,12.0,False,60383150853.0,1,July '22
30g,30g,True,Multigrain Thin Pizza Crusts,Multigrain Thin Pizza Crusts,True,80.0,80.0,True,0.4,0.4,True,0.13,0.13,True,1.0,1.0,True,60383154950.0,6,July '22
15ml,14g,False,100% Virgin Coconut Oil,100% Virgin Coconut Oil,True,120.0,120.0,True,11.0,12.0,False,,0.0,False,,0.0,False,60383159719.0,2,July '22
30g,30g,True,Beet Hummus,Beet Hummus Chickpea Dip And Spread,False,50.0,50.0,True,0.3,0.3,True,0.07,0.105,False,2.0,2.0,True,60383162238.0,4,July '22
30g,30g,True,Preserved Lemon Hummus,Preserved Lemon Hummus Chickpea Dip And Spread,False,90.0,90.0,True,1.0,1.0,True,0.13,0.13,True,0.0,0.0,True,60383162245.0,5,July '22
90g,90g,True,Apple Squeeze Fruit Snacks,Apple Squeeze Fruit Snacks,True,40.0,40.0,True,0.0,0.0,True,0.0,0.0,True,7.0,8.0,False,60383163693.0,5,July '22
90g,90g,True,Tropical Squeeze Fruit Snacks,Tropical Fruits Squeeze Fruit Snacks,False,40.0,40.0,True,0.0,0.0,True,0.0,0.0,True,8.0,8.0,True,60383165413.0,5,July '22
90g,90g,True,"Apple, Mango and Sweet Potato Squeeze Fruit Snacks",Apple Mango Sweet Potato Squeeze Fruit Snacks,False,40.0,40.0,True,0.0,0.0,True,0.005,0.0,False,8.0,8.0,True,60383165420.0,4,July '22
250ml,240ml,False,100% Cranberry Juice from Concentrate,Cranberry,False,80.0,120.0,False,,0.0,False,0.015,0.005,False,10.0,31.0,False,60383168148.0,0,July '22
50g,50g,True,Salted Popcorn,"Popcorn, Lightly Salted",False,260.0,260.0,True,1.5,1.5,True,0.22,0.22,True,0.0,1.0,False,60383168698.0,4,July '22
375ml,250ml,False,Strawberry Lemonade,Strawberry Lemonade,True,150.0,100.0,False,0.0,0.0,True,0.015,0.01,False,34.0,21.0,False,60383170424.0,2,July '22
45g,49g,False,Sticky Rice,Sticky Rice,True,150.0,180.0,False,0.0,0.1,False,0.0,0.001,False,0.0,0.0,True,60383173067.0,2,July '22
140g,120g,False,Lemon & Garlic Pacific White Shrimp,Lemon & Garlic Pacific White Shrimp With A Zesty Lemon And Garlic Sauce,False,90.0,80.0,False,0.5,0.5,True,0.76,0.65,False,1.0,1.0,True,60383178703.0,2,July '22
50g,50g,True,Pretzel Sticks,Gluten Free Pretzel Sticks,False,190.0,190.0,True,0.5,0.5,True,0.42,0.42,True,2.0,2.0,True,60383179908.0,5,July '22
15g,30g,False,Grana Padano Hard Ripened Cheese,"Grana Padano Wedge, Large",False,60.0,120.0,False,2.5,5.0,False,0.09,0.18,False,0.0,0.0,True,60383184643.0,1,July '22
30g,30g,True,Milk Chocolate Fingers,Milk Chocolate Fingers,True,160.0,160.0,True,4.0,4.0,True,0.035,0.035,True,11.0,11.0,True,60383188740.0,6,July '22
25g,25g,True,Blueberry Turnovers,Blueberry Turnovers,True,100.0,100.0,True,2.0,2.0,True,0.07,0.07,True,7.0,7.0,True,60383192310.0,6,July '22
25g,25g,True,Strawberry Turnovers,Strawberry Turnovers,True,100.0,100.0,True,2.0,2.0,True,0.07,0.07,True,7.0,7.0,True,60383192457.0,6,July '22
,,False,Medium Dark Roast Whole Bean Coffee,Medium Dark Roast Whole Bean Coffee,True,,,False,,,False,,,False,,,False,60383194307.0,1,July '22
15ml,14g,False,100% Virgin Coconut Oil,"Coconut Oil, Large",False,120.0,120.0,True,11.0,11.0,True,,0.0,False,,0.0,False,60383197360.0,2,July '22
45g,43g,False,Quinoa,Quinoa,True,160.0,160.0,True,0.3,0.3,True,0.002,0.002,True,2.0,0.0,False,60383198343.0,4,July '22
59g,59g,True,Naturally Smoked Bacon,Free From Bacon Naturally Smoked,False,220.0,230.0,False,8.0,8.0,True,0.41,0.41,True,0.0,0.0,True,60383198602.0,4,July '22
200ml,200ml,True,Iced Tea,Iced Tea,True,60.0,60.0,True,0.0,0.0,True,0.01,0.01,True,15.0,15.0,True,60383199432.0,6,July '22
30g,30g,True,Edamame Hummus with Cilantro and Jalapeño,Hummus Edamame Medium,False,90.0,90.0,True,0.5,0.5,True,0.105,0.105,True,0.0,0.0,True,60383207021.0,5,July '22
125ml,125ml,True,Salted Caramel Flavoured Frozen Dairy Dessert,"Frozen Dairy Dessert, Salted Caramel",False,100.0,100.0,True,1.0,1.0,True,0.15,0.15,True,7.0,7.0,True,60383208516.0,5,July '22
125ml,125ml,True,Chocolate Chip & Peanut Butter Flavoured Frozen Dairy Dessert,"Frozen Dairy Dessert, Peanut Butter Chocolate",False,100.0,100.0,True,1.0,1.0,True,0.115,0.115,True,6.0,6.0,True,60383208530.0,5,July '22
41g,,False,Extra Butter Flavour Purple Kernel Microwave Popping Corn,"Extra Butter Flavour Purple Kernel Microwave Popping Corn, 3 Pack",False,160.0,,False,4.0,,False,0.085,,False,0.0,,False,60383209346.0,0,July '22
4g,,False,Sugar,Granulated Sugar,False,15.0,,False,,,False,,,False,4.0,,False,60383209407.0,0,July '22
66,,False,Deli Meat Assorted Trio,Natural Choice® Deli Assortment,False,70.0,,False,0.3,,False,0.51,,False,0.0,,False,60383210144.0,0,July '22
84g,84g,True,White Bread with Whole Wheat,White With Whole Grain Bread,False,210.0,210.0,True,0.3,0.3,True,0.43,0.43,True,6.0,6.0,True,60383212520.0,5,July '22
100g,100g,True,Chickenless Breasts,Plant Based Chickenless Breasts,False,180.0,180.0,True,3.0,3.0,True,0.32,0.32,True,0.0,0.0,True,60383215095.0,5,July '22
85g,85g,True,Chickenless Breaded Cutlets,Plant Based Chickenless Breaded Cutlets,False,220.0,220.0,True,3.0,3.0,True,0.28,0.28,True,1.0,1.0,True,60383215101.0,5,July '22
55g,55g,True,Citrus Blend with Sliced Lemons and Limes,Frozen Fruit Lemon And Lime With Peel,False,20.0,20.0,True,0.0,0.0,True,0.0,0.0,True,1.0,1.0,True,60383215545.0,5,July '22
120g,,False,Australian Lamb Skewers,Free From Australian Lamb Spiedini 24 Skewers,False,150.0,,False,2.0,,False,0.075,,False,0.0,,False,60383215668.0,0,July '22
115g,,False,Tagliatelle Pasta,"Tagliatelle Pasta, Small",False,330.0,,False,1.0,,False,0.04,,False,1.0,,False,60383215798.0,0,July '22
155g,,False,Chicken and Pancetta Tortelloni,"Chicken Pancetta Tortellini, Large",False,390.0,,False,2.5,,False,0.73,,False,1.0,,False,60383215873.0,0,July '22
40g,40g,True,Dried Goji Berries,Dried Goji Berries,True,140.0,140.0,True,0.0,0.0,True,0.12,0.12,True,18.0,18.0,True,60383216146.0,6,July '22
42g,42g,True,Dried Mangoes,Dried Mango,False,130.0,130.0,True,0.0,0.0,True,0.0,0.0,True,23.0,23.0,True,60383216177.0,5,July '22
250ml,,False,Vegetable Broth,Vegetable Broth,True,10.0,,False,0.0,,False,0.61,,False,2.0,,False,60383216214.0,1,July '22
250ml,,False,Low-Sodium Chicken Broth,Chicken Broth Reduced Sodium,False,10.0,,False,,,False,0.55,,False,,,False,60383216221.0,0,July '22
250ml,,False,Black Cold Brew Coffee,Black Cold Brew Coffee,True,15.0,,False,,,False,0.01,,False,,,False,60383216290.0,1,July '22
40g,40g,True,Dried Pitted Dates,Pitted Dates,False,120.0,120.0,True,0.0,0.0,True,0.0,0.0,True,25.0,25.0,True,60383216306.0,5,July '22
40g,40g,True,Dried Apricots,Dried Apricots,True,100.0,100.0,True,0.0,0.0,True,0.0,0.0,True,21.0,21.0,True,60383216320.0,6,July '22
40g,40g,True,Dried Cranberries,Dried Cranberries,True,130.0,130.0,True,0.0,0.0,True,0.005,0.005,True,26.0,26.0,True,60383216337.0,6,July '22
40g,40g,True,Dried Figs,Dried Figs,True,100.0,100.0,True,0.0,0.0,True,0.0,0.0,True,19.0,19.0,True,60383216344.0,6,July '22
175g,175g,True,Organic Spinach & Ricotta Ravioli,Spinach And Ricotta Ravioli,False,420.0,420.0,True,7.0,7.0,True,0.72,0.72,True,3.0,3.0,True,60383216351.0,5,July '22
,150g,False,Roasted Vegetable Tortelloni,Vegetarian Tortellini,False,,340.0,False,,2.5,False,,0.62,False,,3.0,False,60383216368.0,0,July '22
63g,,False,Cocktail Mild Italian Pork Sausages,"Free From Cocktail Italian Pork, Mild",False,140.0,,False,4.0,,False,0.38,,False,0.0,,False,60383216702.0,0,July '22
30g,30g,True,Plant-Based Cashew Dip,Plant Based Cashew Dip,False,110.0,110.0,True,1.5,1.5,True,0.09,0.09,True,0.0,0.0,True,60383219000.0,5,July '22
,0.5g,False,Ground Black Pepper,Ground Black Pepper,True,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60383221812.0,1,July '22
,0.5g,False,Ground Red Cayenne Pepper,Cayenne Pepper,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60383221836.0,0,July '22
,1.0g,False,Chili Powder Blend,Chili Powder,False,,4.0,False,,0.0,False,,0.015,False,,0.0,False,60383221843.0,0,July '22
,0.5g,False,Ground Cinnamon,Cinnamon Ground,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60383221850.0,0,July '22
,0.5g,False,Ground Cumin,Cumin Ground,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60383221867.0,0,July '22
,0.5g,False,Curry Powder,Curry Powder Med,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60383221874.0,0,July '22
,0.5g,False,Garlic Powder,Garlic Powder,True,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60383221881.0,1,July '22
,0.5g,False,Ground Ginger,Ground Ginger,True,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60383221898.0,1,July '22
,0.5g,False,Ground Nutmeg,Ground Nutmeg,True,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60383221904.0,1,July '22
,0.5g,False,Paprika,Paprika,True,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60383221928.0,1,July '22
,0.5g,False,Smoked Paprika,Smoked Paprika,True,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60383221935.0,1,July '22
,0.5g,False,Thyme Leaves,Thyme Leaves,True,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60383221942.0,1,July '22
,0.5g,False,Ground Turmeric,Turmeric Ground,False,,0.0,False,,0.0,False,,0.0,False,,0.0,False,60383221959.0,0,July '22
25g,25g,True,Oatmeal Raisin Cookie Dough Rounds,Frozen Oatmeal Raisin Cookie Dough,False,100.0,0.0,False,2.0,0.0,False,0.06,0.0,False,9.0,0.0,False,60383222178.0,1,July '22
25g,25g,True,Plant-Based Chocolate Chip Cookie Dough Rounds,Plant Based Chocolate Chip Cookie Dough Rounds,False,100.0,0.0,False,2.0,0.0,False,0.06,0.0,False,10.0,0.0,False,60383222192.0,1,July '22
40g,,False,Blond Dessert Bar,"Blond Dessert Bar, 100g",False,230.0,,False,9.0,,False,0.045,,False,19.0,,False,60383222376.0,0,July '22
15g,,False,Bittersweet Chocolate Chips,Bittersweet Chocolate Chips,True,90.0,,False,3.5,,False,0.0,,False,5.0,,False,60383223342.0,1,July '22
42g,,False,Toasted Coconut Dark Chocolate,Toasted Coconut Dark Chocolate,True,250.0,,False,11.0,,False,0.0,,False,13.0,,False,60383223380.0,1,July '22
30g,,False,Cream Cheese Spread with Everything Bagel Seasoning,Nn Evrytb Crm Chse Sprd,False,80.0,,False,4.5,,False,0.15,,False,2.0,,False,60383223717.0,0,July '22
28g,,False,Cheese Collection Box,Cheese Collection Box,True,100.0,,False,5.0,,False,0.14,,False,0.0,,False,60383223762.0,1,July '22
21g,21g,True,Waffle Bowls,Waffle Bowls,True,80.0,80.0,True,0.0,0.0,True,0.035,0.035,True,6.0,6.0,True,60383224172.0,6,July '22
13g,13g,True,Mini Waffle Bowls,Mini Waffle Bowls,True,50.0,50.0,True,0.0,0.0,True,0.02,0.02,True,4.0,4.0,True,60383224189.0,6,July '22
22g,40g,False,Vanilla Creme-Filled Sandwich Cookies,Vanilla Crème Cookies,False,110.0,190.0,False,1.5,3.0,False,0.04,0.09,False,8.0,13.0,False,60383368937.0,0,July '22
50g,50g,True,Mild Sugar Cured Bacon,Mild Sugar-Cured Bacon,False,170.0,200.0,False,6.0,7.0,False,0.42,0.43,False,2.0,0.0,False,60383501105.0,1,July '22
40g,40g,True,Swiss Milk Chocolate with Honey and Almond Nougat,Suisse Milk Chocolate Bar,False,220.0,220.0,True,8.0,8.0,True,0.025,0.02,False,21.0,21.0,True,60383645618.0,4,July '22
46g,56g,False,Medium Size Eggs,"Grade A White Eggs, Medium",False,70.0,80.0,False,1.5,1.5,True,0.05,0.07,False,0.0,0.0,True,60383664152.0,2,July '22
125ml,125ml,True,Cut Miniature Cobs of Corn,Miniature Cut Cobs of Corn,False,30.0,15.0,False,0.0,0.0,True,0.135,0.17,False,2.0,0.0,False,60383678524.0,2,July '22
250ml,250ml,True,New England-Style Clam Chowder,"Ready-To-Serve Soup, New England Style Clam Chowder",False,180.0,180.0,True,1.5,1.5,True,0.83,0.8,False,0.0,0.0,True,60383680343.0,4,July '22
250ml,250ml,True,Cream of Mushroom Soup,"Ready-To-Serve Soup, Cream Of Mushroom",False,120.0,120.0,True,1.0,1.0,True,0.65,0.65,True,2.0,2.0,True,60383680954.0,5,July '22
22g,40g,False,Double Chocolate Fudge Creme-Filled Sandwich Cookies,Double Chocolate Fudge Sandwich Cookie,False,110.0,190.0,False,2.0,3.5,False,0.05,0.105,False,8.0,13.0,False,60383683672.0,0,July '22
22g,40g,False,Vanilla & Chocolate Creme-Filled Sandwich Cookies,Vanilla & Chocolate Cream Filled Sandwich Cookies,False,110.0,190.0,False,2.0,3.0,False,0.045,0.09,False,8.0,15.0,False,60383683689.0,0,July '22
85g,85g,True,Shoestring Fried Potatoes,"Fried Potatoes, Shoestring",False,120.0,120.0,True,0.3,0.3,True,0.13,0.03,False,0.0,0.0,True,60383686376.0,4,July '22
10ml,14g,False,Extra Virgin Olive Oil,Extra Virgin Olive Oil,True,80.0,120.0,False,1.5,2.0,False,,0.0,False,,0.0,False,60383686758.0,1,July '22
85g,42G,False,Pene Rigate Pasta,"Pasta, Penne Rigate",False,310.0,150.0,False,0.3,0.1,False,0.005,0.0,False,2.0,0.0,False,60383690564.0,0,July '22
85g,42G,False,Rotini Pasta,Rotini,False,310.0,150.0,False,0.4,0.1,False,0.005,0.0,False,3.0,0.0,False,60383691424.0,0,July '22
,100g,False,Romaine Lettuce Hearts,Romaine Lettuce Hearts,True,,15.0,False,,0.0,False,,0.01,False,,1.0,False,60383692926.0,1,July '22
100g,,False,Lower Iron Infant Formula Powder Step 1,Lower Iron Infant Formula Powder,False,518.0,,False,,,False,0.14,,False,,,False,60383698393.0,0,July '22
100g,,False,Infant Formula Powder with Iron Step 1,Infant Formula Powder With Iron,False,518.0,,False,,,False,0.14,,False,,,False,60383698584.0,0,July '22
30g,33g,False,Medium Cheddar Cheese,"Cheese, Medium Cheddar",False,120.0,130.0,False,7.0,7.0,True,0.26,0.24,False,0.0,0.0,True,60383702496.0,2,July '22
